,Date,Time,City,Population,Result,NormalizedResult
191,2024-05-22,21:00,Frankfurt am Main,764104,[13. 34. 24. 18.  7.  8.  5.  7.  4.  2.  0.  1.  0.],"[0.10569105691056911, 0.2764227642276423, 0.1951219512195122, 0.14634146341463414, 0.056910569105691054, 0.06504065040650407, 0.04065040650406504, 0.056910569105691054, 0.032520325203252036, 0.016260162601626018, 0.0, 0.008130081300813009, 0.0]"
192,2024-05-23,15:00,Frankfurt am Main,764104,[15. 14. 14. 15. 17. 16. 22. 23. 18. 13. 12.  6.  6.],"[0.07853403141361257, 0.07329842931937172, 0.07329842931937172, 0.07853403141361257, 0.08900523560209424, 0.08376963350785341, 0.11518324607329843, 0.12041884816753927, 0.09424083769633508, 0.06806282722513089, 0.06282722513089005, 0.031413612565445025, 0.031413612565445025]"
193,2024-05-23,18:00,Frankfurt am Main,764104,[15. 17. 16. 22. 23. 18. 13. 12.  6.  6.  5.  1.  1.],"[0.0967741935483871, 0.10967741935483871, 0.1032258064516129, 0.14193548387096774, 0.14838709677419354, 0.11612903225806452, 0.08387096774193549, 0.07741935483870968, 0.03870967741935484, 0.03870967741935484, 0.03225806451612903, 0.0064516129032258064, 0.0064516129032258064]"
194,2024-05-23,21:00,Frankfurt am Main,764104,[22. 23. 18. 13. 12.  6.  6.  5.  1.  1.  1.  0.  0.],"[0.2037037037037037, 0.21296296296296297, 0.16666666666666666, 0.12037037037037036, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.046296296296296294, 0.009259259259259259, 0.009259259259259259, 0.009259259259259259, 0.0, 0.0]"
195,2024-05-24,15:00,Frankfurt am Main,764104,[24. 17. 10. 23. 24. 13. 25. 23.  9. 17.  8. 16. 10.],"[0.1095890410958904, 0.0776255707762557, 0.045662100456621, 0.1050228310502283, 0.1095890410958904, 0.0593607305936073, 0.1141552511415525, 0.1050228310502283, 0.0410958904109589, 0.0776255707762557, 0.0365296803652968, 0.0730593607305936, 0.045662100456621]"
196,2024-05-24,18:00,Frankfurt am Main,764104,[23. 24. 13. 25. 23.  9. 17.  8. 16. 10.  6.  1.  0.],"[0.13142857142857142, 0.13714285714285715, 0.07428571428571429, 0.14285714285714285, 0.13142857142857142, 0.05142857142857143, 0.09714285714285714, 0.045714285714285714, 0.09142857142857143, 0.05714285714285714, 0.03428571428571429, 0.005714285714285714, 0.0]"
197,2024-05-24,21:00,Frankfurt am Main,764104,[25. 23.  9. 17.  8. 16. 10.  6.  1.  0.  0.  0.  1.],"[0.21551724137931033, 0.19827586206896552, 0.07758620689655173, 0.14655172413793102, 0.06896551724137931, 0.13793103448275862, 0.08620689655172414, 0.05172413793103448, 0.008620689655172414, 0.0, 0.0, 0.0, 0.008620689655172414]"
198,2024-05-25,15:00,Frankfurt am Main,764104,[ 8. 15. 10. 15. 17. 14. 16. 15. 12. 18. 13. 16. 18.],"[0.0427807486631016, 0.08021390374331551, 0.053475935828877004, 0.08021390374331551, 0.09090909090909091, 0.0748663101604278, 0.0855614973262032, 0.08021390374331551, 0.06417112299465241, 0.0962566844919786, 0.06951871657754011, 0.0855614973262032, 0.0962566844919786]"
199,2024-05-25,18:00,Frankfurt am Main,764104,[15. 17. 14. 16. 15. 12. 18. 13. 16. 18. 10.  2.  2.],"[0.08928571428571429, 0.10119047619047619, 0.08333333333333333, 0.09523809523809523, 0.08928571428571429, 0.07142857142857142, 0.10714285714285714, 0.07738095238095238, 0.09523809523809523, 0.10714285714285714, 0.05952380952380952, 0.011904761904761904, 0.011904761904761904]"
200,2024-05-25,21:00,Frankfurt am Main,764104,[16. 15. 12. 18. 13. 16. 18. 10.  2.  2.  0.  0.  1.],"[0.13008130081300814, 0.12195121951219512, 0.0975609756097561, 0.14634146341463414, 0.10569105691056911, 0.13008130081300814, 0.14634146341463414, 0.08130081300813008, 0.016260162601626018, 0.016260162601626018, 0.0, 0.0, 0.008130081300813009]"
201,2024-05-26,15:00,Frankfurt am Main,764104,[ 5. 10.  8. 16. 10. 10. 14.  8. 10. 14. 18. 16. 20.],"[0.031446540880503145, 0.06289308176100629, 0.050314465408805034, 0.10062893081761007, 0.06289308176100629, 0.06289308176100629, 0.0880503144654088, 0.050314465408805034, 0.06289308176100629, 0.0880503144654088, 0.11320754716981132, 0.10062893081761007, 0.12578616352201258]"
202,2024-05-26,18:00,Frankfurt am Main,764104,[16. 10. 10. 14.  8. 10. 14. 18. 16. 20.  9.  0.  0.],"[0.1103448275862069, 0.06896551724137931, 0.06896551724137931, 0.09655172413793103, 0.05517241379310345, 0.06896551724137931, 0.09655172413793103, 0.12413793103448276, 0.1103448275862069, 0.13793103448275862, 0.06206896551724138, 0.0, 0.0]"
203,2024-05-26,21:00,Frankfurt am Main,764104,[14.  8. 10. 14. 18. 16. 20.  9.  0.  0.  0.  1.  1.],"[0.12612612612612611, 0.07207207207207207, 0.09009009009009009, 0.12612612612612611, 0.16216216216216217, 0.14414414414414414, 0.18018018018018017, 0.08108108108108109, 0.0, 0.0, 0.0, 0.009009009009009009, 0.009009009009009009]"
204,2024-05-27,15:00,Frankfurt am Main,764104,[21. 16. 21. 18. 12. 10. 12. 11. 15. 14. 50. 57. 14.],"[0.07749077490774908, 0.05904059040590406, 0.07749077490774908, 0.06642066420664207, 0.04428044280442804, 0.03690036900369004, 0.04428044280442804, 0.04059040590405904, 0.055350553505535055, 0.05166051660516605, 0.18450184501845018, 0.21033210332103322, 0.05166051660516605]"
205,2024-05-27,18:00,Frankfurt am Main,764104,[18. 12. 10. 12. 11. 15. 14. 50. 57. 14. 12.  3.  2.],"[0.0782608695652174, 0.05217391304347826, 0.043478260869565216, 0.05217391304347826, 0.04782608695652174, 0.06521739130434782, 0.06086956521739131, 0.21739130434782608, 0.24782608695652175, 0.06086956521739131, 0.05217391304347826, 0.013043478260869565, 0.008695652173913044]"
