venue_type,day,hour,pair
shopping,2024-06-02,10,20.0
shopping,2024-06-02,11,15.0
shopping,2024-06-02,12,30.0
shopping,2024-06-02,13,32.0
shopping,2024-06-02,14,43.0
shopping,2024-06-02,15,24.0
shopping,2024-06-02,16,22.0
shopping,2024-06-02,17,25.0
shopping,2024-06-02,18,10.0
shopping,2024-06-02,19,7.0
shopping,2024-06-02,20,6.0
shopping,2024-06-02,21,4.0
shopping,2024-06-02,22,2.0
shopping,2024-06-02,23,1.0
shopping,2024-06-03,0,
shopping,2024-06-03,1,1.0
shopping,2024-06-03,2,1.0
shopping,2024-06-03,3,
shopping,2024-06-03,4,1.0
shopping,2024-06-03,5,6.0
shopping,2024-06-03,6,10.0
shopping,2024-06-03,7,16.0
shopping,2024-06-03,8,39.0
shopping,2024-06-03,9,59.0
shopping,2024-06-03,10,91.0
shopping,2024-06-03,11,81.0
shopping,2024-06-03,12,91.0
shopping,2024-06-03,13,77.0
shopping,2024-06-03,14,90.0
shopping,2024-06-03,15,100.0
shopping,2024-06-03,16,88.0
shopping,2024-06-03,17,80.0
shopping,2024-06-03,18,47.0
shopping,2024-06-03,19,31.0
shopping,2024-06-03,20,9.0
shopping,2024-06-03,21,3.0
shopping,2024-06-03,22,10.0
shopping,2024-06-03,23,1.0
shopping,2024-06-04,0,1.0
shopping,2024-06-04,1,
shopping,2024-06-04,2,2.0
shopping,2024-06-04,3,
shopping,2024-06-04,4,1.0
shopping,2024-06-04,5,1.0
shopping,2024-06-04,6,8.0
shopping,2024-06-04,7,20.0
shopping,2024-06-04,8,33.0
shopping,2024-06-04,9,43.0
shopping,2024-06-04,10,63.0
shopping,2024-06-04,11,88.0
shopping,2024-06-04,12,74.0
shopping,2024-06-04,13,56.0
shopping,2024-06-04,14,60.0
shopping,2024-06-04,15,74.0
shopping,2024-06-04,16,79.0
shopping,2024-06-04,17,77.0
shopping,2024-06-04,18,48.0
shopping,2024-06-04,19,28.0
shopping,2024-06-04,20,19.0
shopping,2024-06-04,21,6.0
shopping,2024-06-04,22,5.0
shopping,2024-06-04,23,2.0
shopping,2024-06-05,0,2.0
shopping,2024-06-05,1,
shopping,2024-06-05,2,1.0
shopping,2024-06-05,3,
shopping,2024-06-05,4,1.0
shopping,2024-06-05,5,
shopping,2024-06-05,6,8.0
shopping,2024-06-05,7,25.0
shopping,2024-06-05,8,30.0
shopping,2024-06-05,9,63.0
shopping,2024-06-05,10,97.0
shopping,2024-06-05,11,85.0
shopping,2024-06-05,12,81.0
shopping,2024-06-05,13,74.0
shopping,2024-06-05,14,71.0
shopping,2024-06-05,15,48.0
shopping,2024-06-05,16,72.0
shopping,2024-06-05,17,90.0
shopping,2024-06-05,18,55.0
shopping,2024-06-05,19,26.0
shopping,2024-06-05,20,17.0
shopping,2024-06-05,21,4.0
shopping,2024-06-05,22,2.0
shopping,2024-06-05,23,2.0
shopping,2024-06-06,0,2.0
shopping,2024-06-06,1,
shopping,2024-06-06,2,
shopping,2024-06-06,3,
shopping,2024-06-06,4,
shopping,2024-06-06,5,1.0
shopping,2024-06-06,6,4.0
shopping,2024-06-06,7,27.0
shopping,2024-06-06,8,49.0
shopping,2024-06-06,9,99.0
shopping,2024-06-06,10,98.0
shopping,2024-06-06,11,127.0
shopping,2024-06-06,12,131.0
shopping,2024-06-06,13,101.0
shopping,2024-06-06,14,79.0
shopping,2024-06-06,15,83.0
shopping,2024-06-06,16,103.0
shopping,2024-06-06,17,108.0
shopping,2024-06-06,18,60.0
shopping,2024-06-06,19,28.0
shopping,2024-06-06,20,17.0
shopping,2024-06-06,21,7.0
shopping,2024-06-06,22,5.0
shopping,2024-06-06,23,2.0
shopping,2024-06-07,0,3.0
shopping,2024-06-07,1,
shopping,2024-06-07,2,
shopping,2024-06-07,3,
shopping,2024-06-07,4,1.0
shopping,2024-06-07,5,3.0
shopping,2024-06-07,6,1.0
shopping,2024-06-07,7,20.0
shopping,2024-06-07,8,38.0
shopping,2024-06-07,9,101.0
shopping,2024-06-07,10,117.0
shopping,2024-06-07,11,98.0
shopping,2024-06-07,12,118.0
shopping,2024-06-07,13,102.0
shopping,2024-06-07,14,116.0
shopping,2024-06-07,15,116.0
shopping,2024-06-07,16,126.0
shopping,2024-06-07,17,120.0
shopping,2024-06-07,18,73.0
shopping,2024-06-07,19,44.0
shopping,2024-06-07,20,21.0
shopping,2024-06-07,21,9.0
shopping,2024-06-07,22,12.0
shopping,2024-06-07,23,9.0
shopping,2024-06-08,0,2.0
shopping,2024-06-08,1,4.0
shopping,2024-06-08,2,1.0
shopping,2024-06-08,3,1.0
shopping,2024-06-08,4,2.0
shopping,2024-06-08,5,
shopping,2024-06-08,6,5.0
shopping,2024-06-08,7,24.0
shopping,2024-06-08,8,32.0
shopping,2024-06-08,9,83.0
shopping,2024-06-08,10,140.0
shopping,2024-06-08,11,169.0
shopping,2024-06-08,12,171.0
shopping,2024-06-08,13,151.0
shopping,2024-06-08,14,133.0
shopping,2024-06-08,15,105.0
shopping,2024-06-08,16,105.0
shopping,2024-06-08,17,92.0
shopping,2024-06-08,18,73.0
shopping,2024-06-08,19,40.0
shopping,2024-06-08,20,28.0
shopping,2024-06-08,21,17.0
shopping,2024-06-08,22,22.0
shopping,2024-06-08,23,7.0
shopping,2024-06-09,0,6.0
shopping,2024-06-09,1,6.0
shopping,2024-06-09,2,2.0
shopping,2024-06-09,3,2.0
shopping,2024-06-09,4,3.0
shopping,2024-06-09,5,1.0
shopping,2024-06-09,6,1.0
shopping,2024-06-09,7,6.0
shopping,2024-06-09,8,5.0
shopping,2024-06-09,9,14.0
shopping,2024-06-09,10,13.0
shopping,2024-06-09,11,16.0
shopping,2024-06-09,12,18.0
shopping,2024-06-09,13,25.0
shopping,2024-06-09,14,21.0
shopping,2024-06-09,15,27.0
shopping,2024-06-09,16,19.0
shopping,2024-06-09,17,12.0
shopping,2024-06-09,18,15.0
shopping,2024-06-09,19,4.0
shopping,2024-06-09,20,6.0
shopping,2024-06-09,21,4.0
shopping,2024-06-09,22,3.0
shopping,2024-06-09,23,1.0
shopping,2024-06-10,0,9.0
shopping,2024-06-10,1,2.0
shopping,2024-06-10,2,2.0
shopping,2024-06-10,3,
shopping,2024-06-10,4,6.0
shopping,2024-06-10,5,2.0
shopping,2024-06-10,6,7.0
shopping,2024-06-10,7,21.0
shopping,2024-06-10,8,47.0
shopping,2024-06-10,9,65.0
shopping,2024-06-10,10,123.0
shopping,2024-06-10,11,103.0
shopping,2024-06-10,12,77.0
shopping,2024-06-10,13,60.0
shopping,2024-06-10,14,65.0
shopping,2024-06-10,15,89.0
shopping,2024-06-10,16,108.0
shopping,2024-06-10,17,99.0
shopping,2024-06-10,18,53.0
shopping,2024-06-10,19,30.0
shopping,2024-06-10,20,11.0
shopping,2024-06-10,21,3.0
shopping,2024-06-10,22,5.0
shopping,2024-06-10,23,6.0
shopping,2024-06-11,0,3.0
shopping,2024-06-11,1,1.0
shopping,2024-06-11,2,1.0
shopping,2024-06-11,3,
shopping,2024-06-11,4,2.0
shopping,2024-06-11,5,6.0
shopping,2024-06-11,6,6.0
shopping,2024-06-11,7,26.0
shopping,2024-06-11,8,33.0
shopping,2024-06-11,9,56.0
shopping,2024-06-11,10,76.0
shopping,2024-06-11,11,100.0
shopping,2024-06-11,12,85.0
shopping,2024-06-11,13,65.0
shopping,2024-06-11,14,64.0
shopping,2024-06-11,15,76.0
shopping,2024-06-11,16,93.0
shopping,2024-06-11,17,90.0
shopping,2024-06-11,18,62.0
shopping,2024-06-11,19,32.0
shopping,2024-06-11,20,15.0
shopping,2024-06-11,21,8.0
shopping,2024-06-11,22,4.0
shopping,2024-06-11,23,2.0
shopping,2024-06-12,0,2.0
shopping,2024-06-12,1,
shopping,2024-06-12,2,
shopping,2024-06-12,3,
shopping,2024-06-12,4,1.0
shopping,2024-06-12,5,2.0
shopping,2024-06-12,6,5.0
shopping,2024-06-12,7,19.0
shopping,2024-06-12,8,35.0
shopping,2024-06-12,9,60.0
shopping,2024-06-12,10,65.0
shopping,2024-06-12,11,71.0
shopping,2024-06-12,12,91.0
shopping,2024-06-12,13,60.0
shopping,2024-06-12,14,67.0
shopping,2024-06-12,15,63.0
shopping,2024-06-12,16,92.0
shopping,2024-06-12,17,69.0
shopping,2024-06-12,18,48.0
shopping,2024-06-12,19,39.0
shopping,2024-06-12,20,19.0
shopping,2024-06-12,21,11.0
shopping,2024-06-12,22,8.0
shopping,2024-06-12,23,
shopping,2024-06-13,0,1.0
shopping,2024-06-13,1,2.0
shopping,2024-06-13,2,1.0
shopping,2024-06-13,3,1.0
shopping,2024-06-13,4,2.0
shopping,2024-06-13,5,1.0
shopping,2024-06-13,6,3.0
shopping,2024-06-13,7,20.0
shopping,2024-06-13,8,73.0
shopping,2024-06-13,9,80.0
shopping,2024-06-13,10,100.0
shopping,2024-06-13,11,125.0
shopping,2024-06-13,12,136.0
shopping,2024-06-13,13,93.0
shopping,2024-06-13,14,78.0
shopping,2024-06-13,15,81.0
shopping,2024-06-13,16,112.0
shopping,2024-06-13,17,103.0
shopping,2024-06-13,18,63.0
shopping,2024-06-13,19,37.0
shopping,2024-06-13,20,14.0
shopping,2024-06-13,21,10.0
shopping,2024-06-13,22,7.0
shopping,2024-06-13,23,3.0
shopping,2024-06-14,0,1.0
shopping,2024-06-14,1,
shopping,2024-06-14,2,2.0
shopping,2024-06-14,3,3.0
shopping,2024-06-14,4,1.0
shopping,2024-06-14,5,1.0
shopping,2024-06-14,6,9.0
shopping,2024-06-14,7,26.0
shopping,2024-06-14,8,56.0
shopping,2024-06-14,9,71.0
shopping,2024-06-14,10,133.0
shopping,2024-06-14,11,119.0
shopping,2024-06-14,12,130.0
shopping,2024-06-14,13,119.0
shopping,2024-06-14,14,123.0
shopping,2024-06-14,15,140.0
shopping,2024-06-14,16,148.0
shopping,2024-06-14,17,94.0
shopping,2024-06-14,18,79.0
shopping,2024-06-14,19,48.0
shopping,2024-06-14,20,15.0
shopping,2024-06-14,21,10.0
shopping,2024-06-14,22,6.0
shopping,2024-06-14,23,6.0
shopping,2024-06-15,0,4.0
shopping,2024-06-15,1,4.0
shopping,2024-06-15,2,2.0
shopping,2024-06-15,3,1.0
shopping,2024-06-15,4,3.0
shopping,2024-06-15,5,2.0
shopping,2024-06-15,6,3.0
shopping,2024-06-15,7,17.0
shopping,2024-06-15,8,27.0
shopping,2024-06-15,9,60.0
shopping,2024-06-15,10,135.0
shopping,2024-06-15,11,220.0
shopping,2024-06-15,12,212.0
shopping,2024-06-15,13,198.0
shopping,2024-06-15,14,155.0
shopping,2024-06-15,15,146.0
shopping,2024-06-15,16,146.0
shopping,2024-06-15,17,111.0
shopping,2024-06-15,18,73.0
shopping,2024-06-15,19,45.0
shopping,2024-06-15,20,29.0
shopping,2024-06-15,21,15.0
shopping,2024-06-15,22,13.0
shopping,2024-06-15,23,8.0
shopping,2024-06-16,0,5.0
shopping,2024-06-16,1,5.0
shopping,2024-06-16,2,5.0
shopping,2024-06-16,3,4.0
shopping,2024-06-16,4,5.0
shopping,2024-06-16,5,7.0
shopping,2024-06-16,6,7.0
shopping,2024-06-16,7,2.0
shopping,2024-06-16,8,7.0
shopping,2024-06-16,9,7.0
shopping,2024-06-16,10,9.0
shopping,2024-06-16,11,15.0
shopping,2024-06-16,12,11.0
shopping,2024-06-16,13,26.0
shopping,2024-06-16,14,19.0
shopping,2024-06-16,15,24.0
shopping,2024-06-16,16,24.0
shopping,2024-06-16,17,20.0
shopping,2024-06-16,18,15.0
shopping,2024-06-16,19,7.0
shopping,2024-06-16,20,10.0
shopping,2024-06-16,21,6.0
shopping,2024-06-16,22,8.0
shopping,2024-06-16,23,3.0
shopping,2024-06-17,0,3.0
shopping,2024-06-17,1,3.0
shopping,2024-06-17,2,1.0
shopping,2024-06-17,3,1.0
shopping,2024-06-17,4,1.0
shopping,2024-06-17,5,2.0
shopping,2024-06-17,6,13.0
shopping,2024-06-17,7,18.0
shopping,2024-06-17,8,40.0
shopping,2024-06-17,9,74.0
shopping,2024-06-17,10,88.0
shopping,2024-06-17,11,121.0
shopping,2024-06-17,12,71.0
shopping,2024-06-17,13,71.0
shopping,2024-06-17,14,62.0
shopping,2024-06-17,15,79.0
shopping,2024-06-17,16,88.0
shopping,2024-06-17,17,80.0
shopping,2024-06-17,18,49.0
shopping,2024-06-17,19,35.0
shopping,2024-06-17,20,15.0
shopping,2024-06-17,21,7.0
shopping,2024-06-17,22,3.0
shopping,2024-06-17,23,3.0
shopping,2024-06-18,0,5.0
shopping,2024-06-18,1,2.0
shopping,2024-06-18,2,
shopping,2024-06-18,3,
shopping,2024-06-18,4,2.0
shopping,2024-06-18,5,4.0
shopping,2024-06-18,6,6.0
shopping,2024-06-18,7,14.0
shopping,2024-06-18,8,14.0
shopping,2024-06-18,9,56.0
shopping,2024-06-18,10,70.0
shopping,2024-06-18,11,72.0
shopping,2024-06-18,12,78.0
shopping,2024-06-18,13,49.0
shopping,2024-06-18,14,49.0
shopping,2024-06-18,15,69.0
shopping,2024-06-18,16,79.0
shopping,2024-06-18,17,79.0
shopping,2024-06-18,18,50.0
shopping,2024-06-18,19,23.0
shopping,2024-06-18,20,21.0
shopping,2024-06-18,21,12.0
shopping,2024-06-18,22,9.0
shopping,2024-06-18,23,1.0
shopping,2024-06-19,0,1.0
shopping,2024-06-19,1,3.0
shopping,2024-06-19,2,1.0
shopping,2024-06-19,3,1.0
shopping,2024-06-19,4,1.0
shopping,2024-06-19,5,2.0
shopping,2024-06-19,6,5.0
shopping,2024-06-19,7,16.0
shopping,2024-06-19,8,15.0
shopping,2024-06-19,9,68.0
shopping,2024-06-19,10,71.0
shopping,2024-06-19,11,79.0
shopping,2024-06-19,12,78.0
shopping,2024-06-19,13,57.0
shopping,2024-06-19,14,67.0
shopping,2024-06-19,15,59.0
shopping,2024-06-19,16,68.0
shopping,2024-06-19,17,68.0
shopping,2024-06-19,18,30.0
shopping,2024-06-19,19,11.0
shopping,2024-06-19,20,16.0
shopping,2024-06-19,21,11.0
shopping,2024-06-19,22,5.0
shopping,2024-06-19,23,3.0
shopping,2024-06-20,0,1.0
shopping,2024-06-20,1,3.0
shopping,2024-06-20,2,1.0
shopping,2024-06-20,3,
shopping,2024-06-20,4,1.0
shopping,2024-06-20,5,1.0
shopping,2024-06-20,6,6.0
shopping,2024-06-20,7,18.0
shopping,2024-06-20,8,44.0
shopping,2024-06-20,9,80.0
shopping,2024-06-20,10,111.0
shopping,2024-06-20,11,94.0
shopping,2024-06-20,12,129.0
shopping,2024-06-20,13,97.0
shopping,2024-06-20,14,56.0
shopping,2024-06-20,15,88.0
shopping,2024-06-20,16,103.0
shopping,2024-06-20,17,102.0
shopping,2024-06-20,18,69.0
shopping,2024-06-20,19,44.0
shopping,2024-06-20,20,18.0
shopping,2024-06-20,21,5.0
shopping,2024-06-20,22,4.0
shopping,2024-06-20,23,2.0
shopping,2024-06-21,0,
shopping,2024-06-21,1,
shopping,2024-06-21,2,
shopping,2024-06-21,3,
shopping,2024-06-21,4,1.0
shopping,2024-06-21,5,
shopping,2024-06-21,6,8.0
shopping,2024-06-21,7,27.0
shopping,2024-06-21,8,53.0
shopping,2024-06-21,9,84.0
shopping,2024-06-21,10,113.0
shopping,2024-06-21,11,109.0
shopping,2024-06-21,12,130.0
shopping,2024-06-21,13,90.0
shopping,2024-06-21,14,101.0
shopping,2024-06-21,15,116.0
shopping,2024-06-21,16,127.0
shopping,2024-06-21,17,93.0
shopping,2024-06-21,18,88.0
shopping,2024-06-21,19,36.0
shopping,2024-06-21,20,19.0
shopping,2024-06-21,21,12.0
shopping,2024-06-21,22,7.0
shopping,2024-06-21,23,9.0
shopping,2024-06-22,0,4.0
shopping,2024-06-22,1,4.0
shopping,2024-06-22,2,1.0
shopping,2024-06-22,3,
shopping,2024-06-22,4,2.0
shopping,2024-06-22,5,2.0
shopping,2024-06-22,6,
shopping,2024-06-22,7,19.0
shopping,2024-06-22,8,34.0
shopping,2024-06-22,9,89.0
shopping,2024-06-22,10,141.0
shopping,2024-06-22,11,197.0
shopping,2024-06-22,12,192.0
shopping,2024-06-22,13,172.0
shopping,2024-06-22,14,177.0
shopping,2024-06-22,15,141.0
shopping,2024-06-22,16,136.0
shopping,2024-06-22,17,99.0
shopping,2024-06-22,18,77.0
shopping,2024-06-22,19,38.0
shopping,2024-06-22,20,29.0
shopping,2024-06-22,21,11.0
shopping,2024-06-22,22,6.0
shopping,2024-06-22,23,11.0
shopping,2024-06-23,0,12.0
shopping,2024-06-23,1,8.0
shopping,2024-06-23,2,6.0
shopping,2024-06-23,3,
shopping,2024-06-23,4,1.0
shopping,2024-06-23,5,
shopping,2024-06-23,6,3.0
shopping,2024-06-23,7,2.0
shopping,2024-06-23,8,4.0
shopping,2024-06-23,9,11.0
shopping,2024-06-23,10,21.0
shopping,2024-06-23,11,8.0
shopping,2024-06-23,12,19.0
shopping,2024-06-23,13,14.0
shopping,2024-06-23,14,15.0
shopping,2024-06-23,15,22.0
shopping,2024-06-23,16,25.0
shopping,2024-06-23,17,15.0
shopping,2024-06-23,18,13.0
shopping,2024-06-23,19,10.0
shopping,2024-06-23,20,7.0
shopping,2024-06-23,21,5.0
shopping,2024-06-23,22,6.0
shopping,2024-06-23,23,2.0
shopping,2024-06-24,0,4.0
shopping,2024-06-24,1,
shopping,2024-06-24,2,
shopping,2024-06-24,3,1.0
shopping,2024-06-24,4,1.0
shopping,2024-06-24,5,3.0
shopping,2024-06-24,6,7.0
shopping,2024-06-24,7,18.0
shopping,2024-06-24,8,41.0
shopping,2024-06-24,9,59.0
shopping,2024-06-24,10,88.0
shopping,2024-06-24,11,81.0
shopping,2024-06-24,12,69.0
shopping,2024-06-24,13,54.0
shopping,2024-06-24,14,58.0
shopping,2024-06-24,15,63.0
shopping,2024-06-24,16,77.0
shopping,2024-06-24,17,77.0
shopping,2024-06-24,18,68.0
shopping,2024-06-24,19,30.0
shopping,2024-06-24,20,15.0
shopping,2024-06-24,21,5.0
shopping,2024-06-24,22,4.0
shopping,2024-06-24,23,4.0
shopping,2024-06-25,0,
shopping,2024-06-25,1,2.0
shopping,2024-06-25,2,
shopping,2024-06-25,3,
shopping,2024-06-25,4,
shopping,2024-06-25,5,6.0
shopping,2024-06-25,6,10.0
shopping,2024-06-25,7,12.0
shopping,2024-06-25,8,34.0
shopping,2024-06-25,9,57.0
shopping,2024-06-25,10,77.0
shopping,2024-06-25,11,65.0
shopping,2024-06-25,12,75.0
shopping,2024-06-25,13,48.0
shopping,2024-06-25,14,53.0
shopping,2024-06-25,15,62.0
shopping,2024-06-25,16,88.0
shopping,2024-06-25,17,70.0
shopping,2024-06-25,18,57.0
shopping,2024-06-25,19,22.0
shopping,2024-06-25,20,14.0
shopping,2024-06-25,21,2.0
shopping,2024-06-25,22,2.0
shopping,2024-06-25,23,3.0
shopping,2024-06-26,0,2.0
shopping,2024-06-26,1,1.0
shopping,2024-06-26,2,
shopping,2024-06-26,3,1.0
shopping,2024-06-26,4,1.0
shopping,2024-06-26,5,4.0
shopping,2024-06-26,6,5.0
shopping,2024-06-26,7,10.0
shopping,2024-06-26,8,34.0
shopping,2024-06-26,9,41.0
shopping,2024-06-26,10,51.0
shopping,2024-06-26,11,55.0
shopping,2024-06-26,12,77.0
shopping,2024-06-26,13,62.0
shopping,2024-06-26,14,38.0
shopping,2024-06-26,15,66.0
shopping,2024-06-26,16,61.0
shopping,2024-06-26,17,70.0
shopping,2024-06-26,18,48.0
shopping,2024-06-26,19,27.0
shopping,2024-06-26,20,17.0
shopping,2024-06-26,21,18.0
shopping,2024-06-26,22,5.0
shopping,2024-06-26,23,4.0
shopping,2024-06-27,0,1.0
shopping,2024-06-27,1,
shopping,2024-06-27,2,
shopping,2024-06-27,3,
shopping,2024-06-27,4,1.0
shopping,2024-06-27,5,
shopping,2024-06-27,6,6.0
shopping,2024-06-27,7,25.0
shopping,2024-06-27,8,57.0
shopping,2024-06-27,9,94.0
shopping,2024-06-27,10,100.0
shopping,2024-06-27,11,91.0
shopping,2024-06-27,12,102.0
shopping,2024-06-27,13,86.0
shopping,2024-06-27,14,65.0
shopping,2024-06-27,15,97.0
shopping,2024-06-27,16,93.0
shopping,2024-06-27,17,109.0
shopping,2024-06-27,18,70.0
shopping,2024-06-27,19,29.0
shopping,2024-06-27,20,9.0
shopping,2024-06-27,21,7.0
shopping,2024-06-27,22,7.0
shopping,2024-06-27,23,2.0
shopping,2024-06-28,0,1.0
shopping,2024-06-28,1,1.0
shopping,2024-06-28,2,
shopping,2024-06-28,3,
shopping,2024-06-28,4,1.0
shopping,2024-06-28,5,4.0
shopping,2024-06-28,6,8.0
shopping,2024-06-28,7,25.0
shopping,2024-06-28,8,59.0
shopping,2024-06-28,9,99.0
shopping,2024-06-28,10,111.0
shopping,2024-06-28,11,125.0
shopping,2024-06-28,12,131.0
shopping,2024-06-28,13,121.0
shopping,2024-06-28,14,131.0
shopping,2024-06-28,15,115.0
shopping,2024-06-28,16,123.0
shopping,2024-06-28,17,108.0
shopping,2024-06-28,18,77.0
shopping,2024-06-28,19,46.0
shopping,2024-06-28,20,21.0
shopping,2024-06-28,21,13.0
shopping,2024-06-28,22,12.0
shopping,2024-06-28,23,7.0
shopping,2024-06-29,0,7.0
shopping,2024-06-29,1,2.0
shopping,2024-06-29,2,1.0
shopping,2024-06-29,3,1.0
shopping,2024-06-29,4,3.0
shopping,2024-06-29,5,3.0
shopping,2024-06-29,6,2.0
shopping,2024-06-29,7,15.0
shopping,2024-06-29,8,38.0
shopping,2024-06-29,9,96.0
shopping,2024-06-29,10,154.0
shopping,2024-06-29,11,154.0
shopping,2024-06-29,12,155.0
shopping,2024-06-29,13,153.0
shopping,2024-06-29,14,106.0
shopping,2024-06-29,15,95.0
shopping,2024-06-29,16,76.0
shopping,2024-06-29,17,74.0
shopping,2024-06-29,18,65.0
shopping,2024-06-29,19,38.0
shopping,2024-06-29,20,19.0
shopping,2024-06-29,21,17.0
shopping,2024-06-29,22,6.0
shopping,2024-06-29,23,9.0
shopping,2024-06-30,0,5.0
shopping,2024-06-30,1,9.0
shopping,2024-06-30,2,3.0
shopping,2024-06-30,3,1.0
shopping,2024-06-30,4,1.0
shopping,2024-06-30,5,
shopping,2024-06-30,6,2.0
shopping,2024-06-30,7,3.0
shopping,2024-06-30,8,4.0
shopping,2024-06-30,9,5.0
shopping,2024-06-30,10,12.0
shopping,2024-06-30,11,11.0
shopping,2024-06-30,12,18.0
shopping,2024-06-30,13,12.0
shopping,2024-06-30,14,17.0
shopping,2024-06-30,15,13.0
shopping,2024-06-30,16,14.0
shopping,2024-06-30,17,15.0
shopping,2024-06-30,18,3.0
shopping,2024-06-30,19,10.0
shopping,2024-06-30,20,6.0
shopping,2024-06-30,21,6.0
shopping,2024-06-30,22,3.0
shopping,2024-06-30,23,2.0
shopping,2024-07-01,0,
shopping,2024-07-01,1,
shopping,2024-07-01,2,2.0
shopping,2024-07-01,3,
shopping,2024-07-01,4,2.0
shopping,2024-07-01,5,2.0
shopping,2024-07-01,6,9.0
shopping,2024-07-01,7,13.0
shopping,2024-07-01,8,42.0
shopping,2024-07-01,9,68.0
shopping,2024-07-01,10,114.0
shopping,2024-07-01,11,107.0
shopping,2024-07-01,12,119.0
shopping,2024-07-01,13,101.0
shopping,2024-07-01,14,97.0
shopping,2024-07-01,15,98.0
shopping,2024-07-01,16,108.0
shopping,2024-07-01,17,102.0
shopping,2024-07-01,18,60.0
shopping,2024-07-01,19,25.0
shopping,2024-07-01,20,16.0
shopping,2024-07-01,21,9.0
shopping,2024-07-01,22,3.0
shopping,2024-07-01,23,4.0
shopping,2024-07-02,0,
shopping,2024-07-02,1,
shopping,2024-07-02,2,2.0
shopping,2024-07-02,3,
shopping,2024-07-02,4,
shopping,2024-07-02,5,3.0
shopping,2024-07-02,6,6.0
shopping,2024-07-02,7,15.0
shopping,2024-07-02,8,24.0
shopping,2024-07-02,9,47.0
shopping,2024-07-02,10,65.0
shopping,2024-07-02,11,79.0
shopping,2024-07-02,12,99.0
shopping,2024-07-02,13,83.0
shopping,2024-07-02,14,71.0
shopping,2024-07-02,15,80.0
shopping,2024-07-02,16,95.0
shopping,2024-07-02,17,109.0
shopping,2024-07-02,18,55.0
shopping,2024-07-02,19,23.0
shopping,2024-07-02,20,8.0
shopping,2024-07-02,21,4.0
shopping,2024-07-02,22,6.0
shopping,2024-07-02,23,11.0
shopping,2024-07-03,0,2.0
shopping,2024-07-03,1,1.0
shopping,2024-07-03,2,2.0
shopping,2024-07-03,3,
shopping,2024-07-03,4,1.0
shopping,2024-07-03,5,2.0
shopping,2024-07-03,6,5.0
shopping,2024-07-03,7,11.0
shopping,2024-07-03,8,15.0
shopping,2024-07-03,9,53.0
shopping,2024-07-03,10,86.0
shopping,2024-07-03,11,75.0
shopping,2024-07-03,12,87.0
shopping,2024-07-03,13,71.0
shopping,2024-07-03,14,56.0
shopping,2024-07-03,15,90.0
shopping,2024-07-03,16,96.0
shopping,2024-07-03,17,91.0
shopping,2024-07-03,18,51.0
shopping,2024-07-03,19,34.0
shopping,2024-07-03,20,21.0
shopping,2024-07-03,21,7.0
shopping,2024-07-03,22,4.0
shopping,2024-07-03,23,1.0
shopping,2024-07-04,0,3.0
shopping,2024-07-04,1,1.0
shopping,2024-07-04,2,1.0
shopping,2024-07-04,3,3.0
shopping,2024-07-04,4,
shopping,2024-07-04,5,5.0
shopping,2024-07-04,6,7.0
shopping,2024-07-04,7,27.0
shopping,2024-07-04,8,47.0
shopping,2024-07-04,9,88.0
shopping,2024-07-04,10,121.0
shopping,2024-07-04,11,116.0
shopping,2024-07-04,12,113.0
shopping,2024-07-04,13,96.0
shopping,2024-07-04,14,99.0
shopping,2024-07-04,15,110.0
shopping,2024-07-04,16,123.0
shopping,2024-07-04,17,132.0
shopping,2024-07-04,18,85.0
shopping,2024-07-04,19,33.0
shopping,2024-07-04,20,25.0
shopping,2024-07-04,21,11.0
shopping,2024-07-04,22,9.0
shopping,2024-07-04,23,1.0
shopping,2024-07-05,0,3.0
shopping,2024-07-05,1,6.0
shopping,2024-07-05,2,2.0
shopping,2024-07-05,3,4.0
shopping,2024-07-05,4,2.0
shopping,2024-07-05,5,2.0
shopping,2024-07-05,6,8.0
shopping,2024-07-05,7,23.0
shopping,2024-07-05,8,50.0
shopping,2024-07-05,9,94.0
shopping,2024-07-05,10,117.0
shopping,2024-07-05,11,127.0
shopping,2024-07-05,12,130.0
shopping,2024-07-05,13,124.0
shopping,2024-07-05,14,108.0
shopping,2024-07-05,15,121.0
shopping,2024-07-05,16,113.0
shopping,2024-07-05,17,75.0
shopping,2024-07-05,18,26.0
shopping,2024-07-05,19,20.0
shopping,2024-07-05,20,15.0
shopping,2024-07-05,21,16.0
shopping,2024-07-05,22,9.0
shopping,2024-07-05,23,8.0
shopping,2024-07-06,0,2.0
shopping,2024-07-06,1,5.0
shopping,2024-07-06,2,1.0
shopping,2024-07-06,3,2.0
shopping,2024-07-06,4,2.0
shopping,2024-07-06,5,2.0
shopping,2024-07-06,6,4.0
shopping,2024-07-06,7,10.0
shopping,2024-07-06,8,34.0
shopping,2024-07-06,9,65.0
shopping,2024-07-06,10,128.0
shopping,2024-07-06,11,146.0
shopping,2024-07-06,12,200.0
shopping,2024-07-06,13,157.0
shopping,2024-07-06,14,157.0
shopping,2024-07-06,15,101.0
shopping,2024-07-06,16,117.0
shopping,2024-07-06,17,104.0
shopping,2024-07-06,18,80.0
shopping,2024-07-06,19,47.0
shopping,2024-07-06,20,14.0
shopping,2024-07-06,21,17.0
shopping,2024-07-06,22,9.0
shopping,2024-07-06,23,4.0
shopping,2024-07-07,0,7.0
