hour_rel,germany,normed
4,False,0.014925373134328358
5,False,0.014925373134328358
-7,False,0.0712166172106825
-6,False,0.07418397626112759
-5,False,0.05341246290801187
-4,False,0.05637982195845697
-3,False,0.04451038575667656
-2,False,0.08011869436201781
-1,False,0.08605341246290801
0,False,0.1632047477744807
1,False,0.10089020771513353
2,False,0.06231454005934718
3,False,0.03857566765578635
4,False,0.01483679525222552
5,False,0.011869436201780416
-7,False,0.09852216748768473
-6,False,0.07635467980295567
-5,False,0.09113300492610837
-4,False,0.07635467980295567
-3,False,0.09113300492610837
-2,False,0.06403940886699508
-1,False,0.05172413793103448
0,False,0.029556650246305417
1,False,0.029556650246305417
2,False,0.029556650246305417
-7,False,0.04046242774566474
-6,False,0.028901734104046242
-5,False,0.06069364161849711
-4,False,0.03757225433526012
-3,False,0.05491329479768786
-2,False,0.09826589595375723
-1,False,0.1329479768786127
0,False,0.0838150289017341
1,False,0.07803468208092486
2,False,0.03757225433526012
3,False,0.046242774566473986
4,False,0.06647398843930635
5,False,0.04046242774566474
-7,False,0.03197674418604651
-6,False,0.02616279069767442
-5,False,0.0377906976744186
-4,False,0.040697674418604654
-3,False,0.07848837209302326
-2,False,0.11337209302325581
-1,False,0.23546511627906977
0,False,0.10755813953488372
1,False,0.05813953488372093
2,False,0.046511627906976744
3,False,0.00872093023255814
4,False,0.014534883720930232
5,False,0.0029069767441860465
-7,False,0.04462474645030426
-6,False,0.04665314401622718
-5,False,0.032454361054766734
-4,False,0.04259634888438134
-3,False,0.06896551724137931
-2,False,0.13184584178498987
-1,False,0.17849898580121704
0,False,0.11359026369168357
1,False,0.0872210953346856
2,False,0.06288032454361055
3,False,0.02231237322515213
4,False,0.010141987829614604
5,False,0.006085192697768763
-7,False,0.07112375533428165
-6,False,0.08534850640113797
-5,False,0.11379800853485064
-4,False,0.09957325746799431
-3,False,0.06827880512091039
-2,False,0.044096728307254626
-1,False,0.05547652916073969
0,False,0.01991465149359886
1,False,0.017069701280227598
2,False,0.021337126600284494
-7,False,0.027227722772277228
-6,False,0.04826732673267327
-5,False,0.04950495049504951
-4,False,0.12128712871287128
-3,False,0.10148514851485149
-2,False,0.09900990099009901
-1,False,0.07797029702970297
0,False,0.0891089108910891
1,False,0.06930693069306931
2,False,0.07549504950495049
3,False,0.05693069306930693
4,False,0.03341584158415842
5,False,0.03217821782178218
-7,False,0.048625792811839326
-6,False,0.048625792811839326
-5,False,0.07610993657505286
-4,False,0.0824524312896406
-3,False,0.08456659619450317
-2,False,0.09936575052854123
-1,False,0.15856236786469344
0,False,0.05496828752642706
1,False,0.06553911205073996
2,False,0.11839323467230443
3,False,0.035940803382663845
4,False,0.02748414376321353
5,False,0.012684989429175475
-7,False,0.037783375314861464
-6,False,0.08060453400503778
-5,False,0.07556675062972293
-4,False,0.07052896725440806
-3,False,0.07304785894206549
-2,False,0.0982367758186398
-1,False,0.13350125944584382
0,False,0.055415617128463476
1,False,0.09319899244332494
2,False,0.0327455919395466
-7,False,0.06855277475516866
-6,False,0.09357997823721437
-5,False,0.11643090315560392
-4,False,0.08052230685527748
-3,False,0.062023939064200215
-2,False,0.03482045701849837
-1,False,0.04352557127312296
0,False,0.02720348204570185
1,False,0.017410228509249184
2,False,0.015233949945593036
-7,True,0.030235162374020158
-6,True,0.04143337066069429
-5,True,0.0425531914893617
-4,True,0.03919372900335946
-3,True,0.08286674132138858
-2,True,0.1791713325867861
-1,True,0.1702127659574468
0,True,0.09854423292273236
1,True,0.11310190369540873
2,True,0.04703247480403135
-7,False,0.04681784930504755
-6,False,0.0570592538405267
-5,False,0.07900512070226774
-4,False,0.05413313825896123
-3,False,0.056327724945135334
-2,False,0.08119970738844184
-1,False,0.08778346744696415
0,False,0.07168983174835405
1,False,0.08412582297000731
2,False,0.07168983174835405
3,False,0.04535479151426482
4,False,0.033650329188002925
5,False,0.03584491587417703
-7,False,0.048859934853420196
-6,False,0.05537459283387622
-5,False,0.05211726384364821
-4,False,0.04234527687296417
-3,False,0.09120521172638436
-2,False,0.11074918566775244
-1,False,0.15960912052117263
0,False,0.08469055374592833
1,False,0.06840390879478828
2,False,0.09771986970684039
3,False,0.03908794788273615
4,False,0.029315960912052116
5,False,0.016286644951140065
-7,False,0.0755287009063444
-6,False,0.08459214501510574
-5,False,0.07250755287009064
-4,False,0.09667673716012085
-3,False,0.11178247734138973
-2,False,0.08157099697885196
-1,False,0.10574018126888217
0,False,0.045317220543806644
1,False,0.04229607250755287
2,False,0.01812688821752266
-7,False,0.03187250996015936
-6,False,0.04780876494023904
-5,False,0.05776892430278884
-4,False,0.06772908366533864
-3,False,0.08167330677290836
-2,False,0.11354581673306773
-1,False,0.1394422310756972
0,False,0.12749003984063745
1,False,0.06573705179282868
2,False,0.029880478087649404
3,False,0.0199203187250996
4,False,0.0099601593625498
5,False,0.00199203187250996
-7,False,0.035856573705179286
-6,False,0.05976095617529881
-5,False,0.099601593625498
-4,False,0.0796812749003984
-3,False,0.05976095617529881
-2,False,0.09561752988047809
-1,False,0.055776892430278883
0,False,0.05976095617529881
1,False,0.0398406374501992
2,False,0.05179282868525897
-7,False,0.05963302752293578
-6,False,0.08256880733944955
-5,False,0.05504587155963303
-4,False,0.045871559633027525
-3,False,0.11009174311926606
-2,False,0.09174311926605505
-1,False,0.10091743119266056
0,False,0.0779816513761468
1,False,0.06422018348623854
2,False,0.06422018348623854
3,False,0.06422018348623854
4,False,0.013761467889908258
5,False,0.009174311926605505
-7,False,0.03762935089369708
-6,False,0.05268109125117592
-5,False,0.07431796801505174
-4,False,0.0658513640639699
-3,False,0.05644402634054563
-2,False,0.0761994355597366
-1,False,0.14016933207902163
0,False,0.13828786453433678
1,False,0.13452492944496708
2,False,0.016933207902163686
-7,True,0.03299492385786802
-6,True,0.05583756345177665
-5,True,0.04568527918781726
-4,True,0.030456852791878174
-3,True,0.09137055837563451
-2,True,0.14213197969543148
-1,True,0.22081218274111675
0,True,0.06598984771573604
1,True,0.06598984771573604
2,True,0.0583756345177665
3,True,0.050761421319796954
4,True,0.02030456852791878
5,True,0.02030456852791878
-7,False,0.11644444444444445
-6,False,0.09155555555555556
-5,False,0.07555555555555556
-4,False,0.08444444444444445
-3,False,0.036444444444444446
-2,False,0.021333333333333333
-1,False,0.03111111111111111
0,False,0.025777777777777778
1,False,0.029333333333333333
2,False,0.030222222222222223
-7,False,0.06090979182729375
-6,False,0.06013878180416345
-5,False,0.06939090208172706
-4,False,0.07478797224363917
-3,False,0.04934464148033924
-2,False,0.08635312259059368
-1,False,0.07401696222050887
0,False,0.05551272166538165
1,False,0.08404009252120277
2,False,0.07710100231303008
3,False,0.06939090208172706
4,False,0.03392444101773323
5,False,0.03238242097147263
-7,False,0.11654135338345864
-6,False,0.08270676691729323
-5,False,0.07518796992481203
-4,False,0.06390977443609022
-3,False,0.06766917293233082
-2,False,0.041353383458646614
-1,False,0.06015037593984962
0,False,0.03007518796992481
1,False,0.022556390977443608
2,False,0.022556390977443608
-7,False,0.0658682634730539
-6,False,0.1377245508982036
-5,False,0.11976047904191617
-4,False,0.07784431137724551
-3,False,0.04790419161676647
-2,False,0.041916167664670656
-1,False,0.03592814371257485
0,False,0.011976047904191617
1,False,0.011976047904191617
2,False,0.005988023952095809
-7,False,0.054380664652567974
-6,False,0.09969788519637462
-5,False,0.11178247734138973
-4,False,0.09365558912386707
-3,False,0.07854984894259819
-2,False,0.02416918429003021
-1,False,0.05740181268882175
0,False,0.04229607250755287
1,False,0.030211480362537766
2,False,0.04229607250755287
-7,False,0.1008174386920981
-6,False,0.08537693006357856
-5,False,0.07538601271571299
-4,False,0.09264305177111716
-3,False,0.09173478655767484
-2,False,0.08991825613079019
-1,False,0.03905540417801998
0,False,0.027247956403269755
1,False,0.018165304268846504
2,False,0.025431425976385105
