day,contacts_germ,contacts_stad,contact_to_baseline_germ,contact_to_baseline_all
2024-04-29,58948,4,1.1296028119892798,1.1296794627874063
2024-04-30,71694,46,1.341912954193595,1.3427739466879867
2024-05-01,43698,66,0.8037047254956056,0.8049186142750168
2024-05-02,57124,0,1.018979664645023,1.018979664645023
2024-05-03,62410,104,0.968519298556765,0.9701332387434323
2024-05-04,59874,488,1.0339810136575354,1.0424084234625404
2024-05-05,43088,204,0.9616354587452853,0.9661883187894749
2024-05-06,56016,2,1.0734177769626028,1.073456102361666
2024-05-07,56856,2,1.0641867230679143,1.064224157524192
2024-05-08,73838,0,1.3580472680933802,1.3580472680933802
2024-05-09,45732,130,0.8157688191223689,0.8180877631109525
2024-05-10,59920,94,0.9298778460105971,0.931336599640854
2024-05-11,57508,630,0.9931218915291702,1.0040015394331727
2024-05-12,54118,220,1.2078023523110228,1.2127122994175017
2024-05-13,54584,2,1.0459767912333389,1.046015116632402
2024-05-14,55332,12,1.0356616673841605,1.0358862741218278
2024-05-15,59780,2,1.0994889580787977,1.0995257425872647
2024-05-16,66446,0,1.185265786657153,1.185265786657153
2024-05-17,76138,196,1.181559403196843,1.1846010597024852
2024-05-18,64392,760,1.1120036314833819,1.1251282860977343
2024-05-19,46018,432,1.027027027027027,1.0366683777088401
2024-05-20,44934,6,0.8610567407533132,0.8611717169505028
2024-05-21,57230,308,1.07118696639188,1.0769518726586753
2024-05-22,53906,2,0.9914528567112022,0.9914896412196692
2024-05-23,57004,48,1.0168391009632536,1.0176953264359614
2024-05-24,63748,90,0.989283259804465,0.9906799388121578
2024-05-25,55304,202,0.9550603931475486,0.9585487881897844
2024-05-26,40954,292,0.91400897181244,0.9205258106992211
2024-05-27,52240,74,1.0010594235312475,1.0024774632965867
2024-05-28,52264,0,0.9782372114538741,0.9782372114538741
2024-05-29,60672,2,1.1158948488550822,1.1159316333635492
2024-05-30,52874,0,0.943168034249019,0.943168034249019
2024-05-31,67834,26,1.0526924867537188,1.0530959718003858
2024-06-01,59254,212,1.0232740585774058,1.0269351464435146
2024-06-02,47838,52,1.0676456803624434,1.068806213314884
2024-06-03,52828,12,1.0123270908558335,1.012557043250213
2024-06-04,52092,6,0.9750178482139754,0.9751301515828091
2024-06-05,54036,2,0.9938438497615576,0.9938806342700246
2024-06-06,58692,194,1.0469496967534784,1.0504102747056725
2024-06-07,64670,20,1.0035914603054958,1.0039018334183165
2024-06-08,56816,8,0.9811715481171548,0.9813097023762533
2024-06-09,42800,66,0.9552078916240766,0.9566808757560202
2024-06-10,51900,2,0.9945441056905006,0.9945824310895638
2024-06-11,52932,2,0.9907403198506901,0.9907777543069679
2024-06-12,53092,140,0.976481561765131,0.9790564773578213
2024-06-13,57130,32,1.0190866928291116,1.0196575098109169
2024-06-14,64036,32,0.993752632629082,0.9942492296095949
2024-06-15,54480,112,0.9408305044604088,0.9427646640877871
2024-06-16,43598,52,0.9730176088557592,0.9741781418081996
2024-06-17,51352,58,0.9840429463471789,0.9851543829200122
2024-06-18,51088,80,0.9562257511624737,0.9577231294135893
2024-06-19,52240,42,0.9608113611581865,0.9615838358359937
2024-06-20,56984,22,1.0164823403496255,1.0168747770246165
2024-06-21,63710,270,0.9886935508901058,0.9928835879131842
2024-06-22,54982,686,0.9494996842188363,0.9613464119365279
2024-06-23,42638,60,0.9515923851183967,0.9529314616019818
2024-06-24,50520,26,0.9680995803368803,0.9685978105247022
2024-06-25,50188,62,0.9393802458374222,0.9405407139820369
2024-06-26,51590,82,0.9488563959064098,0.950364560753557
2024-06-27,54980,0,0.9807349268640742,0.9807349268640742
2024-06-28,66638,0,1.0341321746070455,1.0341321746070455
2024-06-29,57880,190,0.9995460645772479,1.002827228230836
2024-06-30,41226,94,0.9200794518713594,0.9221773383623094
2024-07-01,54942,62,1.0528370376656548,1.0540251250366146
2024-07-02,52686,124,0.9861358817285093,0.9884568180177387
2024-07-03,52514,0,0.9658508388181664,0.9658508388181664
2024-07-04,59034,0,1.0530503032465215,1.0530503032465215
2024-07-05,64280,252,0.9975391846054936,1.0014498858270335
2024-07-06,56092,130,0.9686685876687455,0.9709135943790952
2024-07-07,45974,8,1.0260450376057313,1.0262235811368758
2024-07-08,51640,2,0.9895618038122822,0.9896001292113454
2024-07-09,50118,4,0.938070039867696,0.9381449087802518
2024-07-10,51490,18,0.9470171704830594,0.9473482310592626
2024-07-11,56842,146,1.0139493399928647,1.016553692472351
2024-07-12,65064,402,1.009705810628062,1.0159443101957568
2024-07-13,61700,384,1.0655147232967552,1.0721461277334807
2024-07-14,45058,42,1.0056018032896645,1.006539156828174
2024-07-15,51676,0,0.9902516609954202,0.9902516609954202
2024-07-16,50596,88,0.9470168749181122,0.9486639909943394
2024-07-17,53426,168,0.9826245746791209,0.9857144733903493
2024-07-18,55100,168,0.9828754905458438,0.9858722797003211
2024-07-19,61606,462,0.9560422994213759,0.9632119183275323
2024-07-20,56288,280,0.9720533670166575,0.976888766085103
2024-07-21,43326,100,0.9669471287968397,0.9691789229361484
2024-07-22,50502,2,0.9677546517453114,0.9677929771443746
2024-07-23,48064,42,0.8996248532703008,0.9004109768521367
2024-07-24,48548,40,0.8929071585280942,0.8936428486974344
2024-07-25,52862,14,0.942953977880842,0.9432037103103817
2024-07-26,58912,318,0.9142350411244374,0.9191699736182855
2024-07-27,56028,418,0.9675633535959579,0.9747819136338517
2024-07-28,43564,32,0.9722587988483943,0.972972972972973
2024-07-29,48504,324,0.9294675780811569,0.9356762927293981
2024-07-30,46834,250,0.8766026626593973,0.8812819696941339
