,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2024-06-28,5.0,2.0,8.0,14.0,36.0,30.0,66.0,45.0,45.0,61.0,87.0,73.0,113.0,141.0,104.0,52.0,39.0,28.0,17.0,17.0,11.0,5.0,7.0
2024-06-29,1.0,2.0,2.0,5.0,9.0,24.0,51.0,68.0,42.0,57.0,68.0,91.0,97.0,47.0,29.0,45.0,52.0,35.0,11.0,8.0,11.0,8.0,2.0
2024-06-30,3.0,1.0,4.0,5.0,5.0,7.0,21.0,19.0,33.0,42.0,42.0,54.0,72.0,138.0,145.0,97.0,62.0,99.0,38.0,16.0,10.0,2.0,4.0
2024-07-01,2.0,3.0,7.0,19.0,47.0,47.0,44.0,75.0,39.0,56.0,51.0,77.0,74.0,100.0,79.0,79.0,44.0,59.0,26.0,12.0,5.0,4.0,3.0
2024-07-02,2.0,1.0,9.0,22.0,33.0,57.0,91.0,59.0,41.0,59.0,49.0,54.0,87.0,140.0,102.0,62.0,28.0,31.0,16.0,14.0,2.0,2.0,2.0
2024-07-03,2.0,4.0,7.0,21.0,43.0,49.0,61.0,55.0,37.0,61.0,41.0,64.0,61.0,91.0,69.0,58.0,36.0,29.0,21.0,14.0,6.0,6.0,5.0
2024-07-04,3.0,3.0,17.0,33.0,37.0,45.0,41.0,36.0,51.0,59.0,59.0,84.0,85.0,124.0,85.0,50.0,39.0,32.0,23.0,11.0,8.0,2.0,5.0
2024-07-05,1.0,2.0,10.0,16.0,58.0,64.0,64.0,59.0,56.0,55.0,63.0,85.0,94.0,99.0,88.0,37.0,21.0,20.0,19.0,15.0,7.0,6.0,2.0
2024-07-06,2.0,2.0,5.0,9.0,9.0,34.0,41.0,43.0,51.0,78.0,76.0,60.0,63.0,44.0,48.0,29.0,17.0,19.0,28.0,10.0,12.0,7.0,5.0
2024-07-07,1.0,0.0,7.0,1.0,7.0,24.0,30.0,35.0,33.0,20.0,38.0,27.0,30.0,27.0,35.0,41.0,20.0,31.0,10.0,10.0,7.0,4.0,2.0
2024-07-08,0.0,1.0,4.0,15.0,24.0,37.0,61.0,48.0,55.0,57.0,50.0,53.0,71.0,116.0,81.0,58.0,26.0,25.0,16.0,11.0,4.0,5.0,2.0
2024-07-09,1.0,3.0,10.0,27.0,23.0,48.0,56.0,35.0,40.0,39.0,33.0,63.0,62.0,106.0,58.0,54.0,20.0,23.0,20.0,11.0,2.0,4.0,0.0
2024-07-10,1.0,2.0,8.0,24.0,23.0,27.0,56.0,40.0,29.0,34.0,64.0,43.0,70.0,92.0,89.0,36.0,45.0,19.0,19.0,10.0,6.0,4.0,2.0
2024-07-11,1.0,3.0,10.0,23.0,32.0,39.0,27.0,73.0,52.0,31.0,62.0,61.0,71.0,120.0,58.0,48.0,45.0,40.0,12.0,17.0,1.0,3.0,1.0
2024-07-12,1.0,3.0,5.0,24.0,42.0,25.0,32.0,35.0,31.0,47.0,55.0,75.0,76.0,68.0,45.0,76.0,22.0,19.0,16.0,30.0,11.0,4.0,2.0
2024-07-13,2.0,0.0,3.0,4.0,15.0,22.0,24.0,34.0,68.0,117.0,58.0,71.0,68.0,47.0,54.0,52.0,31.0,27.0,30.0,21.0,13.0,4.0,1.0
2024-07-14,3.0,1.0,6.0,2.0,3.0,10.0,18.0,26.0,42.0,47.0,47.0,36.0,42.0,31.0,36.0,58.0,27.0,32.0,30.0,6.0,6.0,5.0,3.0
2024-07-15,2.0,2.0,7.0,24.0,38.0,32.0,26.0,27.0,31.0,32.0,40.0,58.0,62.0,68.0,59.0,54.0,38.0,22.0,6.0,6.0,4.0,1.0,4.0
2024-07-16,0.0,2.0,5.0,11.0,27.0,33.0,39.0,35.0,34.0,52.0,30.0,58.0,80.0,90.0,69.0,49.0,26.0,18.0,20.0,9.0,9.0,2.0,4.0
2024-07-17,1.0,1.0,12.0,14.0,36.0,33.0,34.0,25.0,38.0,69.0,54.0,67.0,67.0,119.0,111.0,66.0,72.0,36.0,51.0,35.0,47.0,23.0,3.0
2024-07-18,4.0,3.0,4.0,23.0,31.0,26.0,42.0,37.0,64.0,47.0,44.0,40.0,98.0,121.0,132.0,131.0,123.0,106.0,58.0,45.0,26.0,4.0,2.0
2024-07-19,0.0,0.0,10.0,16.0,48.0,27.0,31.0,49.0,44.0,69.0,73.0,97.0,64.0,96.0,105.0,113.0,53.0,48.0,31.0,42.0,16.0,12.0,4.0
2024-07-20,1.0,1.0,1.0,8.0,11.0,24.0,47.0,52.0,58.0,52.0,56.0,51.0,30.0,57.0,52.0,51.0,36.0,53.0,20.0,9.0,11.0,8.0,2.0
2024-07-21,5.0,1.0,2.0,4.0,10.0,16.0,15.0,30.0,73.0,95.0,103.0,48.0,61.0,40.0,64.0,37.0,36.0,22.0,13.0,9.0,8.0,6.0,3.0
2024-07-22,5.0,5.0,9.0,23.0,55.0,60.0,33.0,56.0,59.0,58.0,45.0,69.0,81.0,72.0,51.0,47.0,45.0,37.0,13.0,13.0,1.0,8.0,1.0
2024-07-23,1.0,3.0,9.0,27.0,32.0,19.0,51.0,32.0,55.0,32.0,34.0,60.0,86.0,85.0,82.0,57.0,44.0,24.0,21.0,14.0,6.0,3.0,0.0
2024-07-24,2.0,3.0,8.0,19.0,24.0,21.0,42.0,46.0,41.0,33.0,37.0,37.0,67.0,70.0,52.0,42.0,17.0,36.0,19.0,9.0,3.0,3.0,1.0
2024-07-25,1.0,0.0,7.0,15.0,20.0,23.0,48.0,42.0,51.0,42.0,32.0,81.0,51.0,79.0,71.0,86.0,72.0,32.0,37.0,17.0,9.0,4.0,3.0
2024-07-26,0.0,2.0,8.0,19.0,23.0,18.0,35.0,34.0,66.0,37.0,61.0,72.0,69.0,108.0,217.0,430.0,522.0,445.0,669.0,475.0,107.0,14.0,6.0
2024-07-27,5.0,1.0,2.0,5.0,16.0,28.0,41.0,29.0,54.0,74.0,79.0,72.0,74.0,200.0,303.0,584.0,626.0,638.0,565.0,440.0,221.0,56.0,4.0
2024-07-28,1.0,3.0,0.0,7.0,7.0,5.0,13.0,24.0,33.0,54.0,43.0,39.0,29.0,26.0,52.0,46.0,18.0,14.0,24.0,8.0,3.0,3.0,1.0
2024-07-29,0.0,2.0,7.0,19.0,26.0,43.0,53.0,23.0,33.0,31.0,60.0,70.0,119.0,238.0,255.0,428.0,368.0,631.0,505.0,424.0,115.0,28.0,8.0
2024-07-30,2.0,2.0,8.0,21.0,37.0,38.0,42.0,51.0,48.0,27.0,59.0,51.0,66.0,136.0,217.0,259.0,337.0,466.0,354.0,370.0,88.0,19.0,2.0
