Date,Time,City,Population,Result,NormalizedResult
2024-05-20,21:00,Düsseldorf,645923,[37. 49. 44. 52. 33. 17. 14. 11.  9.  5.  3.  1.  1.],"[0.13405797101449277, 0.17753623188405798, 0.15942028985507245, 0.18840579710144928, 0.11956521739130435, 0.06159420289855073, 0.050724637681159424, 0.03985507246376811, 0.03260869565217391, 0.018115942028985508, 0.010869565217391304, 0.0036231884057971015, 0.0036231884057971015]"
2024-05-21,15:00,Düsseldorf,645923,[ 66.  77.  60.  77.  78.  87. 122.  86.  92.  58.  28.  15.  17.],"[0.07647740440324449, 0.08922363847045191, 0.06952491309385864, 0.08922363847045191, 0.09038238702201622, 0.10081112398609501, 0.1413673232908459, 0.0996523754345307, 0.10660486674391657, 0.06720741599073002, 0.03244495944380069, 0.01738122827346466, 0.019698725376593278]"
2024-05-21,18:00,Düsseldorf,645923,[ 77.  78.  87. 122.  86.  92.  58.  28.  15.  17.   9.   4.   2.],"[0.11407407407407408, 0.11555555555555555, 0.1288888888888889, 0.18074074074074073, 0.1274074074074074, 0.1362962962962963, 0.08592592592592592, 0.04148148148148148, 0.022222222222222223, 0.025185185185185185, 0.013333333333333334, 0.005925925925925926, 0.002962962962962963]"
2024-05-21,21:00,Düsseldorf,645923,[122.  86.  92.  58.  28.  15.  17.   9.   4.   2.   2.   5.   6.],"[0.273542600896861, 0.19282511210762332, 0.2062780269058296, 0.13004484304932734, 0.06278026905829596, 0.033632286995515695, 0.03811659192825112, 0.020179372197309416, 0.008968609865470852, 0.004484304932735426, 0.004484304932735426, 0.011210762331838564, 0.013452914798206279]"
2024-05-22,15:00,Düsseldorf,645923,[ 61.  78.  69.  67.  56.  79. 139. 115. 115.  63.  27.  24.  18.],"[0.06695938529088913, 0.08562019758507135, 0.07574094401756312, 0.07354555433589462, 0.06147091108671789, 0.0867178924259056, 0.1525795828759605, 0.12623490669593854, 0.12623490669593854, 0.06915477497255763, 0.029637760702524697, 0.026344676180021953, 0.019758507135016465]"
2024-05-22,18:00,Düsseldorf,645923,[ 67.  56.  79. 139. 115. 115.  63.  27.  24.  18.  10.   3.   2.],"[0.09331476323119778, 0.07799442896935933, 0.11002785515320335, 0.1935933147632312, 0.16016713091922005, 0.16016713091922005, 0.08774373259052924, 0.037604456824512536, 0.033426183844011144, 0.025069637883008356, 0.013927576601671309, 0.004178272980501393, 0.002785515320334262]"
2024-05-22,21:00,Düsseldorf,645923,[139. 115. 115.  63.  27.  24.  18.  10.   3.   2.   1.   4.   0.],"[0.2667946257197697, 0.22072936660268713, 0.22072936660268713, 0.12092130518234165, 0.05182341650671785, 0.046065259117082535, 0.0345489443378119, 0.019193857965451054, 0.005758157389635317, 0.003838771593090211, 0.0019193857965451055, 0.007677543186180422, 0.0]"
2024-05-23,15:00,Düsseldorf,645923,[ 53.  74.  82.  88.  85.  93. 123. 177. 139. 118.  45.  36.  20.],"[0.04677846425419241, 0.06531332744924978, 0.07237422771403354, 0.07766990291262135, 0.07502206531332745, 0.0820829655781112, 0.10856134157105031, 0.1562224183583407, 0.12268314210061783, 0.10414827890556046, 0.03971756398940865, 0.03177405119152692, 0.0176522506619594]"
2024-05-23,18:00,Düsseldorf,645923,[ 88.  85.  93. 123. 177. 139. 118.  45.  36.  20.   8.  10.   5.],"[0.09292502639915523, 0.0897571277719113, 0.09820485744456177, 0.12988384371700107, 0.18690601900739176, 0.146779303062302, 0.1246040126715945, 0.04751847940865892, 0.03801478352692714, 0.021119324181626188, 0.008447729672650475, 0.010559662090813094, 0.005279831045406547]"
2024-05-23,21:00,Düsseldorf,645923,[123. 177. 139. 118.  45.  36.  20.   8.  10.   5.   2.   0.   5.],"[0.17877906976744187, 0.25726744186046513, 0.20203488372093023, 0.17151162790697674, 0.06540697674418605, 0.05232558139534884, 0.029069767441860465, 0.011627906976744186, 0.014534883720930232, 0.007267441860465116, 0.0029069767441860465, 0.0, 0.007267441860465116]"
2024-05-24,15:00,Düsseldorf,645923,[ 61.  71.  97.  93. 127. 129. 160.  96.  80.  90.  51.  28.  24.],"[0.05510388437217705, 0.06413730803974707, 0.08762420957542909, 0.08401084010840108, 0.11472448057813911, 0.11653116531165311, 0.14453477868112014, 0.08672086720867209, 0.07226738934056007, 0.08130081300813008, 0.04607046070460705, 0.025293586269196026, 0.02168021680216802]"
2024-05-24,18:00,Düsseldorf,645923,[ 93. 127. 129. 160.  96.  80.  90.  51.  28.  24.  13.  14.   6.],"[0.10208562019758508, 0.1394072447859495, 0.141602634467618, 0.1756311745334797, 0.10537870472008781, 0.08781558726673985, 0.09879253567508232, 0.05598243688254665, 0.030735455543358946, 0.026344676180021953, 0.014270032930845226, 0.015367727771679473, 0.006586169045005488]"
2024-05-24,21:00,Düsseldorf,645923,[160.  96.  80.  90.  51.  28.  24.  13.  14.   6.   3.   0.   1.],"[0.2826855123674912, 0.1696113074204947, 0.1413427561837456, 0.15901060070671377, 0.09010600706713781, 0.04946996466431095, 0.04240282685512368, 0.022968197879858657, 0.024734982332155476, 0.01060070671378092, 0.00530035335689046, 0.0, 0.0017667844522968198]"
2024-05-25,15:00,Düsseldorf,645923,[ 44.  41. 103. 120. 152.  86.  56.  54.  70. 103.  44.  41.  32.],"[0.046511627906976744, 0.04334038054968287, 0.10887949260042283, 0.12684989429175475, 0.160676532769556, 0.09090909090909091, 0.05919661733615222, 0.05708245243128964, 0.07399577167019028, 0.10887949260042283, 0.046511627906976744, 0.04334038054968287, 0.03382663847780127]"
2024-05-25,18:00,Düsseldorf,645923,[120. 152.  86.  56.  54.  70. 103.  44.  41.  32.  18.  10.   7.],"[0.15132408575031525, 0.19167717528373265, 0.10844892812105927, 0.07061790668348046, 0.06809583858764187, 0.08827238335435057, 0.12988650693568726, 0.05548549810844893, 0.05170239596469105, 0.0403530895334174, 0.02269861286254729, 0.012610340479192938, 0.008827238335435058]"
2024-05-25,21:00,Düsseldorf,645923,[ 56.  54.  70. 103.  44.  41.  32.  18.  10.   7.   8.   3.   1.],"[0.12527964205816555, 0.12080536912751678, 0.15659955257270694, 0.23042505592841164, 0.09843400447427293, 0.09172259507829977, 0.07158836689038031, 0.040268456375838924, 0.02237136465324385, 0.015659955257270694, 0.017897091722595078, 0.006711409395973154, 0.0022371364653243847]"
2024-05-26,15:00,Düsseldorf,645923,[19. 42. 58. 69. 74. 37. 38. 54. 45. 37. 37. 19. 10.],"[0.03525046382189239, 0.07792207792207792, 0.10760667903525047, 0.1280148423005566, 0.137291280148423, 0.0686456400742115, 0.07050092764378478, 0.10018552875695733, 0.08348794063079777, 0.0686456400742115, 0.0686456400742115, 0.03525046382189239, 0.01855287569573284]"
2024-05-26,18:00,Düsseldorf,645923,[69. 74. 37. 38. 54. 45. 37. 37. 19. 10. 10.  5.  2.],"[0.15789473684210525, 0.16933638443935928, 0.08466819221967964, 0.08695652173913043, 0.12356979405034325, 0.10297482837528604, 0.08466819221967964, 0.08466819221967964, 0.043478260869565216, 0.02288329519450801, 0.02288329519450801, 0.011441647597254004, 0.004576659038901602]"
2024-05-26,21:00,Düsseldorf,645923,[38. 54. 45. 37. 37. 19. 10. 10.  5.  2.  2.  6.  5.],"[0.14074074074074075, 0.2, 0.16666666666666666, 0.13703703703703704, 0.13703703703703704, 0.07037037037037037, 0.037037037037037035, 0.037037037037037035, 0.018518518518518517, 0.007407407407407408, 0.007407407407407408, 0.022222222222222223, 0.018518518518518517]"
2024-05-27,15:00,Düsseldorf,645923,[ 68.  89.  54.  83.  68.  76. 102. 154. 121.  92. 209. 282. 200.],"[0.0425531914893617, 0.05569461827284105, 0.03379224030037547, 0.05193992490613267, 0.0425531914893617, 0.04755944931163955, 0.06382978723404255, 0.09637046307884856, 0.07571964956195244, 0.057571964956195244, 0.13078848560700876, 0.17647058823529413, 0.1251564455569462]"
2024-05-27,18:00,Düsseldorf,645923,[ 83.  68.  76. 102. 154. 121.  92. 209. 282. 200. 202. 114.  12.],"[0.04839650145772595, 0.03965014577259475, 0.044314868804664724, 0.05947521865889213, 0.08979591836734693, 0.07055393586005831, 0.053644314868804666, 0.12186588921282798, 0.16443148688046647, 0.11661807580174927, 0.11778425655976676, 0.06647230320699708, 0.006997084548104956]"
2024-05-27,21:00,Düsseldorf,645923,[102. 154. 121.  92. 209. 282. 200. 202. 114.  12.   4.   2.   1.],"[0.06822742474916388, 0.10301003344481606, 0.08093645484949832, 0.06153846153846154, 0.13979933110367893, 0.18862876254180602, 0.13377926421404682, 0.1351170568561873, 0.07625418060200669, 0.008026755852842809, 0.0026755852842809363, 0.0013377926421404682, 0.0006688963210702341]"
2024-05-28,15:00,Düsseldorf,645923,[ 86.  76.  80.  93. 102.  96. 125. 153. 132.  81.  47.  29.   7.],"[0.07768744354110207, 0.06865401987353206, 0.07226738934056007, 0.08401084010840108, 0.0921409214092141, 0.08672086720867209, 0.11291779584462511, 0.13821138211382114, 0.11924119241192412, 0.07317073170731707, 0.04245709123757904, 0.026196928635953028, 0.006323396567299007]"
2024-05-28,18:00,Düsseldorf,645923,[ 93. 102.  96. 125. 153. 132.  81.  47.  29.   7.  12.   2.   3.],"[0.1054421768707483, 0.11564625850340136, 0.10884353741496598, 0.1417233560090703, 0.17346938775510204, 0.14965986394557823, 0.09183673469387756, 0.05328798185941043, 0.032879818594104306, 0.007936507936507936, 0.013605442176870748, 0.0022675736961451248, 0.003401360544217687]"
2024-05-28,21:00,Düsseldorf,645923,[125. 153. 132.  81.  47.  29.   7.  12.   2.   3.   4.   3.   3.],"[0.2079866888519135, 0.2545757071547421, 0.21963394342762063, 0.13477537437603992, 0.07820299500831947, 0.048252911813643926, 0.011647254575707155, 0.019966722129783693, 0.0033277870216306157, 0.004991680532445923, 0.0066555740432612314, 0.004991680532445923, 0.004991680532445923]"
2024-05-29,15:00,Düsseldorf,645923,[ 58.  76.  77. 115.  65.  91. 173. 183. 166. 156.  45.  47.  18.],"[0.04566929133858268, 0.05984251968503937, 0.06062992125984252, 0.09055118110236221, 0.051181102362204724, 0.07165354330708662, 0.13622047244094487, 0.14409448818897638, 0.13070866141732285, 0.12283464566929134, 0.03543307086614173, 0.03700787401574803, 0.014173228346456693]"
2024-05-29,18:00,Düsseldorf,645923,[115.  65.  91. 173. 183. 166. 156.  45.  47.  18.  14.  20.   7.],"[0.10454545454545454, 0.05909090909090909, 0.08272727272727273, 0.1572727272727273, 0.16636363636363635, 0.1509090909090909, 0.14181818181818182, 0.04090909090909091, 0.042727272727272725, 0.016363636363636365, 0.012727272727272728, 0.01818181818181818, 0.006363636363636364]"
2024-05-29,21:00,Düsseldorf,645923,[173. 183. 166. 156.  45.  47.  18.  14.  20.   7.   3.   4.   1.],"[0.2066905615292712, 0.21863799283154123, 0.1983273596176822, 0.1863799283154122, 0.053763440860215055, 0.056152927120669056, 0.021505376344086023, 0.016726403823178016, 0.023894862604540025, 0.008363201911589008, 0.0035842293906810036, 0.0047789725209080045, 0.0011947431302270011]"
2024-05-30,15:00,Düsseldorf,645923,[34. 37. 30. 50. 49. 51. 60. 34. 31. 44. 28. 18. 22.],"[0.06967213114754098, 0.07581967213114754, 0.06147540983606557, 0.10245901639344263, 0.10040983606557377, 0.10450819672131148, 0.12295081967213115, 0.06967213114754098, 0.06352459016393443, 0.09016393442622951, 0.05737704918032787, 0.036885245901639344, 0.045081967213114756]"
2024-05-30,18:00,Düsseldorf,645923,[50. 49. 51. 60. 34. 31. 44. 28. 18. 22. 15.  3.  3.],"[0.12254901960784313, 0.12009803921568628, 0.125, 0.14705882352941177, 0.08333333333333333, 0.07598039215686274, 0.10784313725490197, 0.06862745098039216, 0.04411764705882353, 0.05392156862745098, 0.03676470588235294, 0.007352941176470588, 0.007352941176470588]"
2024-05-30,21:00,Düsseldorf,645923,[60. 34. 31. 44. 28. 18. 22. 15.  3.  3.  1.  9.  0.],"[0.22388059701492538, 0.12686567164179105, 0.11567164179104478, 0.16417910447761194, 0.1044776119402985, 0.06716417910447761, 0.08208955223880597, 0.055970149253731345, 0.011194029850746268, 0.011194029850746268, 0.0037313432835820895, 0.033582089552238806, 0.0]"
2024-05-13,15:00,Frankfurt am Main,764104,[97. 78. 56. 71. 53. 55. 88. 75. 95. 62. 22.  6. 22.],"[0.12435897435897436, 0.1, 0.07179487179487179, 0.09102564102564102, 0.06794871794871794, 0.07051282051282051, 0.11282051282051282, 0.09615384615384616, 0.12179487179487179, 0.07948717948717948, 0.028205128205128206, 0.007692307692307693, 0.028205128205128206]"
2024-05-13,18:00,Frankfurt am Main,764104,[71. 53. 55. 88. 75. 95. 62. 22.  6. 22.  8. 10.  5.],"[0.12412587412587413, 0.09265734265734266, 0.09615384615384616, 0.15384615384615385, 0.13111888111888112, 0.1660839160839161, 0.10839160839160839, 0.038461538461538464, 0.01048951048951049, 0.038461538461538464, 0.013986013986013986, 0.017482517482517484, 0.008741258741258742]"
2024-05-13,21:00,Frankfurt am Main,764104,[88. 75. 95. 62. 22.  6. 22.  8. 10.  5.  1.  2.  3.],"[0.22055137844611528, 0.18796992481203006, 0.23809523809523808, 0.15538847117794485, 0.05513784461152882, 0.015037593984962405, 0.05513784461152882, 0.020050125313283207, 0.02506265664160401, 0.012531328320802004, 0.002506265664160401, 0.005012531328320802, 0.007518796992481203]"
2024-05-14,15:00,Frankfurt am Main,764104,[ 95.  52.  58.  43.  49.  46.  79.  91. 124.  39.  39.  20.  13.],"[0.1270053475935829, 0.06951871657754011, 0.07754010695187166, 0.05748663101604278, 0.06550802139037433, 0.06149732620320856, 0.10561497326203209, 0.12165775401069519, 0.1657754010695187, 0.05213903743315508, 0.05213903743315508, 0.026737967914438502, 0.017379679144385027]"
2024-05-14,18:00,Frankfurt am Main,764104,[ 43.  49.  46.  79.  91. 124.  39.  39.  20.  13.  14.   2.   1.],"[0.07678571428571429, 0.0875, 0.08214285714285714, 0.14107142857142857, 0.1625, 0.22142857142857142, 0.06964285714285715, 0.06964285714285715, 0.03571428571428571, 0.023214285714285715, 0.025, 0.0035714285714285713, 0.0017857142857142857]"
2024-05-14,21:00,Frankfurt am Main,764104,[ 79.  91. 124.  39.  39.  20.  13.  14.   2.   1.   2.   0.   2.],"[0.18544600938967137, 0.2136150234741784, 0.29107981220657275, 0.09154929577464789, 0.09154929577464789, 0.046948356807511735, 0.03051643192488263, 0.03286384976525822, 0.004694835680751174, 0.002347417840375587, 0.004694835680751174, 0.0, 0.004694835680751174]"
2024-05-15,15:00,Frankfurt am Main,764104,[75. 51. 40. 48. 47. 48. 54. 77. 75. 69. 24. 18. 17.],"[0.1166407465007776, 0.07931570762052877, 0.06220839813374806, 0.07465007776049767, 0.07309486780715396, 0.07465007776049767, 0.08398133748055987, 0.11975116640746501, 0.1166407465007776, 0.10730948678071539, 0.03732503888024884, 0.027993779160186624, 0.026438569206842923]"
2024-05-15,18:00,Frankfurt am Main,764104,[48. 47. 48. 54. 77. 75. 69. 24. 18. 17. 19. 10.  4.],"[0.09411764705882353, 0.09215686274509804, 0.09411764705882353, 0.10588235294117647, 0.15098039215686274, 0.14705882352941177, 0.13529411764705881, 0.047058823529411764, 0.03529411764705882, 0.03333333333333333, 0.03725490196078431, 0.0196078431372549, 0.00784313725490196]"
2024-05-15,21:00,Frankfurt am Main,764104,[54. 77. 75. 69. 24. 18. 17. 19. 10.  4.  1.  2.  2.],"[0.14516129032258066, 0.20698924731182797, 0.20161290322580644, 0.18548387096774194, 0.06451612903225806, 0.04838709677419355, 0.0456989247311828, 0.051075268817204304, 0.026881720430107527, 0.010752688172043012, 0.002688172043010753, 0.005376344086021506, 0.005376344086021506]"
2024-05-16,15:00,Frankfurt am Main,764104,[ 79.  54.  62.  51.  51.  74.  72.  83. 116.  46.  31.  30.  18.],"[0.10299869621903521, 0.07040417209908735, 0.08083441981747067, 0.06649282920469361, 0.06649282920469361, 0.09647979139504563, 0.0938722294654498, 0.10821382007822686, 0.15123859191655803, 0.05997392438070404, 0.04041720990873533, 0.03911342894393742, 0.02346805736636245]"
2024-05-16,18:00,Frankfurt am Main,764104,[ 51.  51.  74.  72.  83. 116.  46.  31.  30.  18.  11.   5.   2.],"[0.08644067796610169, 0.08644067796610169, 0.12542372881355932, 0.12203389830508475, 0.14067796610169492, 0.19661016949152543, 0.07796610169491526, 0.05254237288135593, 0.05084745762711865, 0.030508474576271188, 0.01864406779661017, 0.00847457627118644, 0.003389830508474576]"
2024-05-16,21:00,Frankfurt am Main,764104,[ 72.  83. 116.  46.  31.  30.  18.  11.   5.   2.   1.   2.   0.],"[0.17266187050359713, 0.19904076738609114, 0.27817745803357313, 0.11031175059952038, 0.07434052757793765, 0.07194244604316546, 0.04316546762589928, 0.026378896882494004, 0.011990407673860911, 0.004796163069544364, 0.002398081534772182, 0.004796163069544364, 0.0]"
2024-05-17,15:00,Frankfurt am Main,764104,[ 69.  45.  87. 113. 119. 128.  99.  98.  98.  73.  46.  25.  10.],"[0.06831683168316832, 0.04455445544554455, 0.08613861386138613, 0.11188118811881188, 0.11782178217821782, 0.12673267326732673, 0.09801980198019802, 0.09702970297029703, 0.09702970297029703, 0.07227722772277227, 0.04554455445544554, 0.024752475247524754, 0.009900990099009901]"
2024-05-17,18:00,Frankfurt am Main,764104,[113. 119. 128.  99.  98.  98.  73.  46.  25.  10.  21.   9.   6.],"[0.13372781065088757, 0.1408284023668639, 0.1514792899408284, 0.11715976331360947, 0.11597633136094675, 0.11597633136094675, 0.0863905325443787, 0.054437869822485205, 0.029585798816568046, 0.011834319526627219, 0.02485207100591716, 0.010650887573964497, 0.007100591715976331]"
2024-05-17,21:00,Frankfurt am Main,764104,[99. 98. 98. 73. 46. 25. 10. 21.  9.  6.  3.  0.  0.],"[0.2028688524590164, 0.20081967213114754, 0.20081967213114754, 0.14959016393442623, 0.0942622950819672, 0.05122950819672131, 0.020491803278688523, 0.0430327868852459, 0.018442622950819672, 0.012295081967213115, 0.006147540983606557, 0.0, 0.0]"
2024-05-18,15:00,Frankfurt am Main,764104,[ 43.  48.  69. 105. 110. 178. 257. 191. 204.  99.  49.  38.  25.],"[0.03036723163841808, 0.03389830508474576, 0.048728813559322036, 0.07415254237288135, 0.07768361581920905, 0.12570621468926554, 0.18149717514124294, 0.1348870056497175, 0.1440677966101695, 0.06991525423728813, 0.0346045197740113, 0.026836158192090395, 0.01765536723163842]"
2024-05-18,18:00,Frankfurt am Main,764104,[105. 110. 178. 257. 191. 204.  99.  49.  38.  25.  21.   6.   6.],"[0.08145849495733126, 0.08533747090768037, 0.13809154383242825, 0.19937936384794414, 0.14817688130333592, 0.1582622187742436, 0.07680372381691233, 0.03801396431342126, 0.02948021722265322, 0.019394879751745538, 0.016291698991466253, 0.004654771140418929, 0.004654771140418929]"
2024-05-18,21:00,Frankfurt am Main,764104,[257. 191. 204.  99.  49.  38.  25.  21.   6.   6.   4.   7.   3.],"[0.2824175824175824, 0.2098901098901099, 0.22417582417582418, 0.1087912087912088, 0.05384615384615385, 0.041758241758241756, 0.027472527472527472, 0.023076923076923078, 0.006593406593406593, 0.006593406593406593, 0.004395604395604396, 0.007692307692307693, 0.0032967032967032967]"
2024-05-19,15:00,Frankfurt am Main,764104,[20. 38. 23. 30. 52. 48. 47. 34. 28. 27. 22. 19. 15.],"[0.04962779156327544, 0.09429280397022333, 0.05707196029776675, 0.07444168734491315, 0.12903225806451613, 0.11910669975186104, 0.11662531017369727, 0.08436724565756824, 0.06947890818858561, 0.06699751861042183, 0.05459057071960298, 0.04714640198511166, 0.03722084367245657]"
2024-05-19,18:00,Frankfurt am Main,764104,[30. 52. 48. 47. 34. 28. 27. 22. 19. 15. 15.  7.  4.],"[0.08620689655172414, 0.14942528735632185, 0.13793103448275862, 0.13505747126436782, 0.09770114942528736, 0.08045977011494253, 0.07758620689655173, 0.06321839080459771, 0.05459770114942529, 0.04310344827586207, 0.04310344827586207, 0.020114942528735632, 0.011494252873563218]"
2024-05-19,21:00,Frankfurt am Main,764104,[47. 34. 28. 27. 22. 19. 15. 15.  7.  4.  4.  6.  1.],"[0.2052401746724891, 0.14847161572052403, 0.1222707423580786, 0.11790393013100436, 0.09606986899563319, 0.08296943231441048, 0.06550218340611354, 0.06550218340611354, 0.03056768558951965, 0.017467248908296942, 0.017467248908296942, 0.026200873362445413, 0.004366812227074236]"
2024-05-20,15:00,Frankfurt am Main,764104,[12. 24. 53. 23. 68. 42. 61. 71. 37. 78. 72. 46. 35.],"[0.01929260450160772, 0.03858520900321544, 0.08520900321543408, 0.03697749196141479, 0.10932475884244373, 0.06752411575562701, 0.09807073954983923, 0.11414790996784566, 0.0594855305466238, 0.12540192926045016, 0.1157556270096463, 0.07395498392282958, 0.05627009646302251]"
2024-05-20,18:00,Frankfurt am Main,764104,[23. 68. 42. 61. 71. 37. 78. 72. 46. 35. 19.  3.  3.],"[0.04121863799283154, 0.12186379928315412, 0.07526881720430108, 0.10931899641577061, 0.12724014336917563, 0.06630824372759857, 0.13978494623655913, 0.12903225806451613, 0.08243727598566308, 0.06272401433691756, 0.034050179211469536, 0.005376344086021506, 0.005376344086021506]"
2024-05-20,21:00,Frankfurt am Main,764104,[61. 71. 37. 78. 72. 46. 35. 19.  3.  3.  1.  5.  1.],"[0.1412037037037037, 0.16435185185185186, 0.08564814814814815, 0.18055555555555555, 0.16666666666666666, 0.10648148148148148, 0.08101851851851852, 0.04398148148148148, 0.006944444444444444, 0.006944444444444444, 0.0023148148148148147, 0.011574074074074073, 0.0023148148148148147]"
2024-05-21,15:00,Frankfurt am Main,764104,[ 92.  73.  53.  64.  53.  65.  83. 119.  92.  65.  20.  16.   5.],"[0.115, 0.09125, 0.06625, 0.08, 0.06625, 0.08125, 0.10375, 0.14875, 0.115, 0.08125, 0.025, 0.02, 0.00625]"
2024-05-21,18:00,Frankfurt am Main,764104,[ 64.  53.  65.  83. 119.  92.  65.  20.  16.   5.  16.   7.   3.],"[0.10526315789473684, 0.08717105263157894, 0.1069078947368421, 0.13651315789473684, 0.19572368421052633, 0.1513157894736842, 0.1069078947368421, 0.03289473684210526, 0.02631578947368421, 0.008223684210526315, 0.02631578947368421, 0.011513157894736841, 0.004934210526315789]"
2024-05-21,21:00,Frankfurt am Main,764104,[ 83. 119.  92.  65.  20.  16.   5.  16.   7.   3.   1.   0.   0.],"[0.19437939110070257, 0.2786885245901639, 0.2154566744730679, 0.1522248243559719, 0.0468384074941452, 0.03747072599531616, 0.0117096018735363, 0.03747072599531616, 0.01639344262295082, 0.00702576112412178, 0.00234192037470726, 0.0, 0.0]"
2024-05-22,15:00,Frankfurt am Main,764104,[ 78.  48.  70.  39.  40.  56.  73. 177.  89.  66.  37.  18.  15.],"[0.0967741935483871, 0.05955334987593052, 0.08684863523573201, 0.04838709677419355, 0.04962779156327544, 0.06947890818858561, 0.09057071960297766, 0.2196029776674938, 0.11042183622828784, 0.08188585607940446, 0.04590570719602978, 0.022332506203473945, 0.018610421836228287]"
2024-05-22,18:00,Frankfurt am Main,764104,[ 39.  40.  56.  73. 177.  89.  66.  37.  18.  15.  17.  13.   3.],"[0.060653188180404355, 0.06220839813374806, 0.08709175738724728, 0.11353032659409021, 0.27527216174183516, 0.13841368584758942, 0.1026438569206843, 0.05754276827371695, 0.027993779160186624, 0.02332814930015552, 0.026438569206842923, 0.02021772939346812, 0.004665629860031105]"
2024-05-22,21:00,Frankfurt am Main,764104,[ 73. 177.  89.  66.  37.  18.  15.  17.  13.   3.   2.   1.   1.],"[0.142578125, 0.345703125, 0.173828125, 0.12890625, 0.072265625, 0.03515625, 0.029296875, 0.033203125, 0.025390625, 0.005859375, 0.00390625, 0.001953125, 0.001953125]"
2024-05-23,15:00,Frankfurt am Main,764104,[ 85.  57.  57.  73.  79.  93.  94.  88. 109.  47.  36.  23.  15.],"[0.09929906542056074, 0.06658878504672897, 0.06658878504672897, 0.0852803738317757, 0.09228971962616822, 0.10864485981308411, 0.10981308411214953, 0.102803738317757, 0.12733644859813084, 0.054906542056074766, 0.04205607476635514, 0.026869158878504672, 0.017523364485981307]"
2024-05-23,18:00,Frankfurt am Main,764104,[ 73.  79.  93.  94.  88. 109.  47.  36.  23.  15.  16.   8.   3.],"[0.1067251461988304, 0.1154970760233918, 0.13596491228070176, 0.13742690058479531, 0.1286549707602339, 0.15935672514619884, 0.06871345029239766, 0.05263157894736842, 0.033625730994152045, 0.021929824561403508, 0.023391812865497075, 0.011695906432748537, 0.0043859649122807015]"
2024-05-23,21:00,Frankfurt am Main,764104,[ 94.  88. 109.  47.  36.  23.  15.  16.   8.   3.   0.   0.   0.],"[0.214123006833713, 0.20045558086560364, 0.24829157175398633, 0.1070615034168565, 0.08200455580865604, 0.05239179954441914, 0.03416856492027335, 0.03644646924829157, 0.018223234624145785, 0.00683371298405467, 0.0, 0.0, 0.0]"
2024-05-24,15:00,Frankfurt am Main,764104,[ 88.  65.  58. 110.  97.  67. 101. 110.  75.  69.  58.  43.  25.],"[0.09109730848861283, 0.06728778467908902, 0.060041407867494824, 0.11387163561076605, 0.10041407867494824, 0.06935817805383022, 0.10455486542443064, 0.11387163561076605, 0.07763975155279502, 0.07142857142857142, 0.060041407867494824, 0.044513457556935816, 0.025879917184265012]"
2024-05-24,18:00,Frankfurt am Main,764104,[110.  97.  67. 101. 110.  75.  69.  58.  43.  25.  16.   4.   2.],"[0.14157014157014158, 0.12483912483912483, 0.08622908622908623, 0.12998712998713, 0.14157014157014158, 0.09652509652509653, 0.0888030888030888, 0.07464607464607464, 0.055341055341055344, 0.032175032175032175, 0.02059202059202059, 0.005148005148005148, 0.002574002574002574]"
2024-05-24,21:00,Frankfurt am Main,764104,[101. 110.  75.  69.  58.  43.  25.  16.   4.   2.   0.   3.   4.],"[0.1980392156862745, 0.21568627450980393, 0.14705882352941177, 0.13529411764705881, 0.11372549019607843, 0.08431372549019608, 0.049019607843137254, 0.03137254901960784, 0.00784313725490196, 0.00392156862745098, 0.0, 0.0058823529411764705, 0.00784313725490196]"
2024-05-25,15:00,Frankfurt am Main,764104,[44. 49. 52. 58. 84. 68. 85. 63. 62. 74. 52. 32. 34.],"[0.05812417437252312, 0.06472919418758256, 0.06869220607661823, 0.07661822985468957, 0.11096433289299867, 0.08982826948480846, 0.11228533685601057, 0.083223249669749, 0.08190224570673713, 0.0977542932628798, 0.06869220607661823, 0.04227212681638045, 0.04491413474240423]"
2024-05-25,18:00,Frankfurt am Main,764104,[58. 84. 68. 85. 63. 62. 74. 52. 32. 34. 31. 12.  6.],"[0.08774583963691376, 0.12708018154311648, 0.10287443267776097, 0.12859304084720122, 0.09531013615733737, 0.09379727685325265, 0.11195158850226929, 0.07866868381240545, 0.048411497730711045, 0.05143721633888049, 0.046898638426626324, 0.018154311649016642, 0.009077155824508321]"
2024-05-25,21:00,Frankfurt am Main,764104,[85. 63. 62. 74. 52. 32. 34. 31. 12.  6.  2.  1.  1.],"[0.18681318681318682, 0.13846153846153847, 0.13626373626373625, 0.16263736263736264, 0.11428571428571428, 0.07032967032967033, 0.07472527472527472, 0.06813186813186813, 0.026373626373626374, 0.013186813186813187, 0.004395604395604396, 0.002197802197802198, 0.002197802197802198]"
2024-05-26,15:00,Frankfurt am Main,764104,[22. 48. 47. 53. 50. 45. 51. 46. 67. 41. 43. 34. 31.],"[0.03806228373702422, 0.08304498269896193, 0.08131487889273356, 0.09169550173010381, 0.08650519031141868, 0.07785467128027682, 0.08823529411764706, 0.07958477508650519, 0.11591695501730104, 0.07093425605536333, 0.07439446366782007, 0.058823529411764705, 0.05363321799307959]"
