Date,Time,City,Population,Result,NormalizedResult
2024-05-29,21:00,Gelsenkirchen,259744,[ 60. 152. 124. 122.  64.  44.  18.  17.   5.   7.   3.   4.   1.],"[0.0966183574879227, 0.24476650563607086, 0.1996779388083736, 0.1964573268921095, 0.10305958132045089, 0.07085346215780998, 0.028985507246376812, 0.027375201288244767, 0.008051529790660225, 0.011272141706924315, 0.004830917874396135, 0.00644122383252818, 0.001610305958132045]"
2024-05-30,15:00,Gelsenkirchen,259744,[33. 33. 50. 50. 30. 20. 44. 47. 44. 38. 29. 20. 20.],"[0.07205240174672489, 0.07205240174672489, 0.1091703056768559, 0.1091703056768559, 0.06550218340611354, 0.043668122270742356, 0.09606986899563319, 0.10262008733624454, 0.09606986899563319, 0.08296943231441048, 0.06331877729257641, 0.043668122270742356, 0.043668122270742356]"
2024-05-30,18:00,Gelsenkirchen,259744,[50. 30. 20. 44. 47. 44. 38. 29. 20. 20. 11.  4.  3.],"[0.1388888888888889, 0.08333333333333333, 0.05555555555555555, 0.12222222222222222, 0.13055555555555556, 0.12222222222222222, 0.10555555555555556, 0.08055555555555556, 0.05555555555555555, 0.05555555555555555, 0.030555555555555555, 0.011111111111111112, 0.008333333333333333]"
2024-05-30,21:00,Gelsenkirchen,259744,[44. 47. 44. 38. 29. 20. 20. 11.  4.  3.  2.  5.  3.],"[0.16296296296296298, 0.17407407407407408, 0.16296296296296298, 0.14074074074074075, 0.10740740740740741, 0.07407407407407407, 0.07407407407407407, 0.040740740740740744, 0.014814814814814815, 0.011111111111111112, 0.007407407407407408, 0.018518518518518517, 0.011111111111111112]"
2024-05-13,15:00,Hamburg,1853935,[166. 162. 245. 156. 172. 174. 310. 364. 282. 161.  58.  42.  36.],"[0.07130584192439862, 0.06958762886597938, 0.1052405498281787, 0.06701030927835051, 0.07388316151202749, 0.07474226804123711, 0.1331615120274914, 0.1563573883161512, 0.1211340206185567, 0.06915807560137457, 0.02491408934707904, 0.01804123711340206, 0.015463917525773196]"
2024-05-13,18:00,Hamburg,1853935,[156. 172. 174. 310. 364. 282. 161.  58.  42.  36.  31.   7.   5.],"[0.0867630700778643, 0.09566184649610679, 0.0967741935483871, 0.1724137931034483, 0.20244716351501668, 0.1568409343715239, 0.08954393770856507, 0.03225806451612903, 0.02335928809788654, 0.020022246941045607, 0.017241379310344827, 0.00389321468298109, 0.0027808676307007787]"
2024-05-13,21:00,Hamburg,1853935,[310. 364. 282. 161.  58.  42.  36.  31.   7.   5.   6.   6.   6.],"[0.2359208523592085, 0.2770167427701674, 0.2146118721461187, 0.12252663622526636, 0.0441400304414003, 0.0319634703196347, 0.0273972602739726, 0.02359208523592085, 0.00532724505327245, 0.00380517503805175, 0.0045662100456621, 0.0045662100456621, 0.0045662100456621]"
2024-05-14,15:00,Hamburg,1853935,[160. 145. 203. 178. 181. 202. 364. 303. 306. 141.  76.  54.  49.],"[0.06773920406435224, 0.06138865368331922, 0.0859441151566469, 0.07535986452159187, 0.07662997459779848, 0.0855207451312447, 0.15410668924640136, 0.12828111769686706, 0.12955122777307368, 0.05969517358171041, 0.03217612193056731, 0.02286198137171888, 0.020745131244707875]"
2024-05-14,18:00,Hamburg,1853935,[178. 181. 202. 364. 303. 306. 141.  76.  54.  49.  27.  11.  10.],"[0.0935856992639327, 0.09516298633017876, 0.10620399579390116, 0.19137749737118823, 0.15930599369085174, 0.1608832807570978, 0.07413249211356467, 0.03995793901156677, 0.028391167192429023, 0.02576235541535226, 0.014195583596214511, 0.0057833859095688745, 0.005257623554153523]"
2024-05-14,21:00,Hamburg,1853935,[364. 303. 306. 141.  76.  54.  49.  27.  11.  10.   1.   3.   5.],"[0.2696296296296296, 0.22444444444444445, 0.22666666666666666, 0.10444444444444445, 0.056296296296296296, 0.04, 0.0362962962962963, 0.02, 0.008148148148148147, 0.007407407407407408, 0.0007407407407407407, 0.0022222222222222222, 0.003703703703703704]"
2024-05-15,15:00,Hamburg,1853935,[199. 161. 156. 223. 132. 228. 275. 347. 220. 187. 116.  63.  46.],"[0.08457288567785805, 0.06842328941776456, 0.06629834254143646, 0.09477263068423289, 0.05609859753506162, 0.09689757756056099, 0.11687207819804504, 0.14747131321716958, 0.09349766255843604, 0.07947301317467063, 0.04929876753081173, 0.026774330641733957, 0.019549511262218443]"
2024-05-15,18:00,Hamburg,1853935,[223. 132. 228. 275. 347. 220. 187. 116.  63.  46.  30.  14.  11.],"[0.1178646934460888, 0.06976744186046512, 0.12050739957716702, 0.14534883720930233, 0.18340380549682875, 0.11627906976744186, 0.09883720930232558, 0.0613107822410148, 0.033298097251585626, 0.024312896405919663, 0.015856236786469344, 0.007399577167019027, 0.005813953488372093]"
2024-05-15,21:00,Hamburg,1853935,[275. 347. 220. 187. 116.  63.  46.  30.  14.  11.   3.   4.   9.],"[0.20754716981132076, 0.2618867924528302, 0.1660377358490566, 0.14113207547169812, 0.08754716981132075, 0.047547169811320754, 0.03471698113207547, 0.022641509433962263, 0.010566037735849057, 0.00830188679245283, 0.0022641509433962265, 0.0030188679245283017, 0.006792452830188679]"
2024-05-16,15:00,Hamburg,1853935,[176. 181. 168. 186. 174. 216. 432. 436. 394. 264. 130.  56.  62.],"[0.06121739130434783, 0.06295652173913044, 0.058434782608695654, 0.06469565217391304, 0.060521739130434786, 0.0751304347826087, 0.1502608695652174, 0.15165217391304348, 0.13704347826086957, 0.09182608695652174, 0.04521739130434783, 0.019478260869565216, 0.021565217391304348]"
2024-05-16,18:00,Hamburg,1853935,[186. 174. 216. 432. 436. 394. 264. 130.  56.  62.  34.  18.   6.],"[0.07724252491694353, 0.07225913621262459, 0.08970099667774087, 0.17940199335548174, 0.18106312292358803, 0.16362126245847175, 0.10963455149501661, 0.05398671096345515, 0.023255813953488372, 0.02574750830564784, 0.014119601328903655, 0.007475083056478406, 0.0024916943521594683]"
2024-05-16,21:00,Hamburg,1853935,[432. 436. 394. 264. 130.  56.  62.  34.  18.   6.   7.   4.   7.],"[0.23351351351351352, 0.23567567567567568, 0.21297297297297296, 0.14270270270270272, 0.07027027027027027, 0.03027027027027027, 0.03351351351351351, 0.018378378378378378, 0.00972972972972973, 0.003243243243243243, 0.0037837837837837837, 0.002162162162162162, 0.0037837837837837837]"
2024-05-17,15:00,Hamburg,1853935,[181. 181. 358. 336. 395. 319. 364. 315. 377. 264. 253. 217. 146.],"[0.04883971937398813, 0.04883971937398813, 0.09660010793308149, 0.09066378845116028, 0.10658391797085807, 0.08607663248785753, 0.09821910415542363, 0.08499730167296277, 0.10172692930383162, 0.07123583378305451, 0.0682676740420939, 0.05855369670804102, 0.03939557474365893]"
2024-05-17,18:00,Hamburg,1853935,[336. 395. 319. 364. 315. 377. 264. 253. 217. 146. 104.  44.  16.],"[0.10666666666666667, 0.1253968253968254, 0.10126984126984127, 0.11555555555555555, 0.1, 0.11968253968253968, 0.0838095238095238, 0.08031746031746032, 0.06888888888888889, 0.04634920634920635, 0.03301587301587302, 0.013968253968253968, 0.005079365079365079]"
2024-05-17,21:00,Hamburg,1853935,[364. 315. 377. 264. 253. 217. 146. 104.  44.  16.  15.   5.   1.],"[0.1716171617161716, 0.1485148514851485, 0.17774634606317774, 0.12446958981612447, 0.11928335690711929, 0.10231023102310231, 0.06883545497406883, 0.04903347477604903, 0.020744931636020744, 0.007543611504007544, 0.007072135785007072, 0.0023573785950023575, 0.0004714757190004715]"
2024-05-18,15:00,Hamburg,1853935,[180. 173. 264. 212. 225. 210. 191. 173. 201. 259. 232.  94. 135.],"[0.07061592781482935, 0.06786975284425265, 0.1035700274617497, 0.08316987053746568, 0.08826990976853669, 0.0823852491173009, 0.07493134562573558, 0.06786975284425265, 0.07885445272655943, 0.10160847391133777, 0.09101608473911338, 0.036877206747744216, 0.05296194586112201]"
2024-05-18,18:00,Hamburg,1853935,[212. 225. 210. 191. 173. 201. 259. 232.  94. 135.  74.  34.  26.],"[0.10261374636979671, 0.10890609874152953, 0.10164569215876089, 0.09244917715392062, 0.08373668925459826, 0.09728944820909971, 0.12536302032913843, 0.1122942884801549, 0.04549854791868345, 0.06534365924491771, 0.03581800580832527, 0.016456921587608905, 0.012584704743465635]"
2024-05-18,21:00,Hamburg,1853935,[191. 173. 201. 259. 232.  94. 135.  74.  34.  26.   8.  10.   5.],"[0.13245492371705964, 0.11997226074895978, 0.1393897364771151, 0.1796116504854369, 0.1608876560332871, 0.0651872399445215, 0.09361997226074896, 0.05131761442441054, 0.023578363384188627, 0.018030513176144243, 0.005547850208044383, 0.006934812760055479, 0.0034674063800277394]"
2024-05-19,15:00,Hamburg,1853935,[ 75. 150. 123. 167. 284. 397. 675. 661. 609. 209.  88.  66.  43.],"[0.021144629264166902, 0.042289258528333803, 0.03467719199323372, 0.04708204116154497, 0.08006766281364533, 0.11192557090499013, 0.19030166337750212, 0.18635466591485764, 0.17169438962503525, 0.058923033549478435, 0.0248096983366225, 0.018607273752466874, 0.012122920778122357]"
2024-05-19,18:00,Hamburg,1853935,[167. 284. 397. 675. 661. 609. 209.  88.  66.  43.  26.  24.   8.],"[0.051274178692047895, 0.08719680687749462, 0.12189131102241327, 0.20724593183911574, 0.20294749769726741, 0.1869818851704022, 0.06416948111759288, 0.027018728891618052, 0.02026404666871354, 0.013202333435677003, 0.007982806263432606, 0.00736874424316856, 0.002456248081056187]"
2024-05-19,21:00,Hamburg,1853935,[675. 661. 609. 209.  88.  66.  43.  26.  24.   8.   7.  10.   6.],"[0.27754934210526316, 0.27179276315789475, 0.2504111842105263, 0.0859375, 0.03618421052631579, 0.027138157894736843, 0.01768092105263158, 0.01069078947368421, 0.009868421052631578, 0.003289473684210526, 0.0028782894736842104, 0.004111842105263158, 0.0024671052631578946]"
2024-05-20,15:00,Hamburg,1853935,[ 39.  86. 118. 159.  99. 138. 125. 147. 184. 106.  99.  57.  51.],"[0.027698863636363636, 0.061079545454545456, 0.08380681818181818, 0.11292613636363637, 0.0703125, 0.09801136363636363, 0.08877840909090909, 0.10440340909090909, 0.13068181818181818, 0.07528409090909091, 0.0703125, 0.040482954545454544, 0.03622159090909091]"
2024-05-20,18:00,Hamburg,1853935,[159.  99. 138. 125. 147. 184. 106.  99.  57.  51.  28.   6.   6.],"[0.13195020746887967, 0.08215767634854772, 0.11452282157676348, 0.1037344398340249, 0.12199170124481327, 0.15269709543568466, 0.08796680497925312, 0.08215767634854772, 0.04730290456431535, 0.04232365145228216, 0.023236514522821577, 0.004979253112033195, 0.004979253112033195]"
2024-05-20,21:00,Hamburg,1853935,[125. 147. 184. 106.  99.  57.  51.  28.   6.   6.   6.   8.   5.],"[0.15096618357487923, 0.17753623188405798, 0.2222222222222222, 0.1280193236714976, 0.11956521739130435, 0.06884057971014493, 0.06159420289855073, 0.033816425120772944, 0.007246376811594203, 0.007246376811594203, 0.007246376811594203, 0.00966183574879227, 0.006038647342995169]"
2024-05-21,15:00,Hamburg,1853935,[217. 167. 182. 191. 239. 296. 296. 347. 332. 171.  79.  42.  37.],"[0.08359013867488443, 0.06432973805855162, 0.07010785824345146, 0.07357473035439137, 0.09206471494607088, 0.1140215716486903, 0.1140215716486903, 0.13366718027734978, 0.12788906009244994, 0.06587057010785824, 0.030431432973805857, 0.016178736517719568, 0.014252696456086287]"
2024-05-21,18:00,Hamburg,1853935,[191. 239. 296. 296. 347. 332. 171.  79.  42.  37.  21.   8.   7.],"[0.09244917715392062, 0.11568247821878025, 0.14327202323330107, 0.14327202323330107, 0.16795740561471442, 0.1606969990319458, 0.08276863504356244, 0.03823814133591481, 0.02032913843175218, 0.017909002904162634, 0.01016456921587609, 0.003872216844143272, 0.003388189738625363]"
2024-05-21,21:00,Hamburg,1853935,[296. 347. 332. 171.  79.  42.  37.  21.   8.   7.   4.   4.   3.],"[0.21909696521095484, 0.25684678016284235, 0.2457438934122872, 0.12657290895632864, 0.05847520355292376, 0.031088082901554404, 0.027387120651369355, 0.015544041450777202, 0.005921539600296077, 0.0051813471502590676, 0.0029607698001480384, 0.0029607698001480384, 0.0022205773501110288]"
2024-05-22,15:00,Hamburg,1853935,[111. 162. 159. 208. 185. 224. 279. 332. 293. 122.  54.  50.  39.],"[0.05004508566275924, 0.07303877366997295, 0.07168620378719567, 0.09377817853922453, 0.08340847610459874, 0.10099188458070334, 0.12578899909828675, 0.1496844003606853, 0.13210099188458072, 0.05500450856627592, 0.024346257889990983, 0.02254283137962128, 0.0175834084761046]"
2024-05-22,18:00,Hamburg,1853935,[208. 185. 224. 279. 332. 293. 122.  54.  50.  39.  30.  14.   6.],"[0.11328976034858387, 0.10076252723311546, 0.12200435729847495, 0.15196078431372548, 0.18082788671023964, 0.15958605664488018, 0.0664488017429194, 0.029411764705882353, 0.027233115468409588, 0.021241830065359478, 0.016339869281045753, 0.007625272331154684, 0.0032679738562091504]"
2024-05-22,21:00,Hamburg,1853935,[279. 332. 293. 122.  54.  50.  39.  30.  14.   6.   3.   5.   6.],"[0.22627737226277372, 0.26926196269261965, 0.23763179237631793, 0.0989456609894566, 0.043795620437956206, 0.040551500405515, 0.031630170316301706, 0.024330900243309004, 0.0113544201135442, 0.004866180048661801, 0.0024330900243309003, 0.0040551500405515, 0.004866180048661801]"
2024-05-23,15:00,Hamburg,1853935,[146. 160. 165. 191. 199. 224. 265. 270. 357. 247. 123.  55.  36.],"[0.05988515176374077, 0.06562756357670221, 0.06767842493847416, 0.07834290401968827, 0.08162428219852338, 0.0918785890073831, 0.10869565217391304, 0.11074651353568499, 0.14643150123051682, 0.10131255127153405, 0.05045118949958983, 0.022559474979491387, 0.014766201804757998]"
2024-05-23,18:00,Hamburg,1853935,[191. 199. 224. 265. 270. 357. 247. 123.  55.  36.  27.  26.  10.],"[0.09408866995073892, 0.0980295566502463, 0.1103448275862069, 0.13054187192118227, 0.1330049261083744, 0.17586206896551723, 0.12167487684729064, 0.06059113300492611, 0.027093596059113302, 0.017733990147783252, 0.013300492610837438, 0.012807881773399015, 0.0049261083743842365]"
2024-05-23,21:00,Hamburg,1853935,[265. 270. 357. 247. 123.  55.  36.  27.  26.  10.   5.   3.   3.],"[0.18570427470217238, 0.18920812894183603, 0.2501751927119832, 0.1730903994393833, 0.0861948142957253, 0.03854239663629993, 0.025227750525578137, 0.0189208128941836, 0.018220042046250877, 0.00700770847932726, 0.00350385423966363, 0.002102312543798178, 0.002102312543798178]"
2024-05-24,15:00,Hamburg,1853935,[134. 150. 176. 218. 266. 240. 307. 282. 214. 224. 147.  74.  85.],"[0.05323798172427493, 0.05959475566150179, 0.06992451330949544, 0.08661104489471594, 0.10568136670639651, 0.09535160905840286, 0.12197059992054032, 0.11203814064362336, 0.08502185141040922, 0.08899483512117601, 0.058402860548271755, 0.029400079459674214, 0.03377036154151768]"
2024-05-24,18:00,Hamburg,1853935,[218. 266. 240. 307. 282. 214. 224. 147.  74.  85.  49.  31.  24.],"[0.1008792225821379, 0.12309116149930588, 0.11105969458583989, 0.14206385932438687, 0.13049514113836186, 0.0990282276723739, 0.1036557149467839, 0.06802406293382693, 0.03424340583063397, 0.03933364183248496, 0.022674687644608976, 0.014345210550670985, 0.011105969458583989]"
2024-05-24,21:00,Hamburg,1853935,[307. 282. 214. 224. 147.  74.  85.  49.  31.  24.   7.   5.   4.],"[0.2112869924294563, 0.19408121128699243, 0.14728148657949072, 0.15416379903647626, 0.10116999311768754, 0.05092911218169305, 0.05849965588437715, 0.03372333103922918, 0.021335168616655197, 0.016517549896765314, 0.004817618719889883, 0.0034411562284927736, 0.0027529249827942187]"
2024-05-25,15:00,Hamburg,1853935,[136. 178. 180. 238. 352. 438. 438. 388. 439. 471. 421. 272. 160.],"[0.03308197518851861, 0.04329846752614935, 0.04378496716127463, 0.05789345657990756, 0.08562393578204816, 0.10654342009243493, 0.10654342009243493, 0.09438092921430309, 0.10678666990999756, 0.11457066407200195, 0.1024081731938701, 0.06616395037703722, 0.038919970810021895]"
2024-05-25,18:00,Hamburg,1853935,[238. 352. 438. 438. 388. 439. 471. 421. 272. 160.  87.  65.  39.],"[0.0625, 0.09243697478991597, 0.11502100840336134, 0.11502100840336134, 0.10189075630252101, 0.11528361344537816, 0.12368697478991597, 0.11055672268907563, 0.07142857142857142, 0.04201680672268908, 0.022846638655462184, 0.017069327731092435, 0.010241596638655462]"
2024-05-25,21:00,Hamburg,1853935,[438. 388. 439. 471. 421. 272. 160.  87.  65.  39.  20.   8.   6.],"[0.15565031982942432, 0.1378820184790334, 0.15600568585643212, 0.1673773987206823, 0.1496090973702914, 0.09665955934612651, 0.05685856432125089, 0.03091684434968017, 0.023098791755508174, 0.013859275053304905, 0.007107320540156361, 0.0028429282160625444, 0.0021321961620469083]"
2024-05-26,15:00,Hamburg,1853935,[ 86. 132. 194. 178. 120. 169. 133. 209. 153. 128.  80.  44.  28.],"[0.05199516324062878, 0.07980652962515115, 0.11729141475211609, 0.10761789600967352, 0.07255139056831923, 0.10217654171704958, 0.0804111245465538, 0.12636033857315598, 0.09250302297460701, 0.0773881499395405, 0.04836759371221282, 0.026602176541717048, 0.016928657799274487]"
2024-05-26,18:00,Hamburg,1853935,[178. 120. 169. 133. 209. 153. 128.  80.  44.  28.  24.  20.   6.],"[0.13777089783281735, 0.09287925696594428, 0.13080495356037153, 0.10294117647058823, 0.16176470588235295, 0.11842105263157894, 0.09907120743034056, 0.06191950464396285, 0.034055727554179564, 0.021671826625386997, 0.018575851393188854, 0.015479876160990712, 0.0046439628482972135]"
2024-05-26,21:00,Hamburg,1853935,[133. 209. 153. 128.  80.  44.  28.  24.  20.   6.   2.  15.   8.],"[0.1564705882352941, 0.24588235294117647, 0.18, 0.15058823529411763, 0.09411764705882353, 0.05176470588235294, 0.03294117647058824, 0.02823529411764706, 0.023529411764705882, 0.007058823529411765, 0.002352941176470588, 0.01764705882352941, 0.009411764705882352]"
2024-05-27,15:00,Hamburg,1853935,[147. 215. 188. 197. 185. 205. 276. 343. 263. 166. 101.  51.  53.],"[0.06150627615062761, 0.0899581589958159, 0.07866108786610879, 0.08242677824267783, 0.07740585774058577, 0.08577405857740586, 0.11548117154811716, 0.14351464435146444, 0.1100418410041841, 0.0694560669456067, 0.04225941422594142, 0.021338912133891212, 0.022175732217573223]"
2024-05-27,18:00,Hamburg,1853935,[197. 185. 205. 276. 343. 263. 166. 101.  51.  53.  23.  17.   9.],"[0.10428798305982001, 0.09793541556379036, 0.10852302805717311, 0.14610905240868186, 0.18157755426151403, 0.13922710428798307, 0.08787718369507676, 0.05346744309158285, 0.026998411858125994, 0.028057173107464268, 0.012175754367390153, 0.008999470619375331, 0.004764425622022234]"
2024-05-27,21:00,Hamburg,1853935,[276. 343. 263. 166. 101.  51.  53.  23.  17.   9.   3.   7.   3.],"[0.20988593155893537, 0.26083650190114066, 0.2, 0.12623574144486693, 0.07680608365019011, 0.03878326996197719, 0.0403041825095057, 0.01749049429657795, 0.012927756653992395, 0.006844106463878327, 0.0022813688212927757, 0.00532319391634981, 0.0022813688212927757]"
2024-05-28,15:00,Hamburg,1853935,[188. 127. 164. 178. 166. 175. 320. 301. 283. 174.  65.  38.  24.],"[0.08533817521561507, 0.05764866091693146, 0.07444394008170677, 0.08079891057648661, 0.07535179300953246, 0.07943713118474807, 0.14525646845211077, 0.1366318656377667, 0.12846118928733546, 0.07898320472083523, 0.029505220154335, 0.017249205628688154, 0.010894235133908307]"
2024-05-28,18:00,Hamburg,1853935,[178. 166. 175. 320. 301. 283. 174.  65.  38.  24.  17.  12.   5.],"[0.1012514220705347, 0.09442548350398179, 0.09954493742889647, 0.1820250284414107, 0.17121729237770195, 0.16097838452787258, 0.09897610921501707, 0.036973833902161544, 0.02161547212741752, 0.013651877133105802, 0.009670079635949944, 0.006825938566552901, 0.002844141069397042]"
2024-05-28,21:00,Hamburg,1853935,[320. 301. 283. 174.  65.  38.  24.  17.  12.   5.   2.   4.   6.],"[0.2557953637090328, 0.24060751398880895, 0.22621902478017586, 0.13908872901678657, 0.05195843325339728, 0.030375699440447643, 0.019184652278177457, 0.013589128697042365, 0.009592326139088728, 0.003996802557953637, 0.0015987210231814548, 0.0031974420463629096, 0.004796163069544364]"
2024-05-29,15:00,Hamburg,1853935,[162. 183. 164. 187. 191. 306. 338. 411. 456. 210. 178.  85.  87.],"[0.05476673427991886, 0.061866125760649086, 0.05544286680189317, 0.06321839080459771, 0.06457065584854632, 0.10344827586206896, 0.11426639621365788, 0.1389452332657201, 0.15415821501014199, 0.07099391480730223, 0.06017579445571332, 0.028735632183908046, 0.029411764705882353]"
2024-05-29,18:00,Hamburg,1853935,[187. 191. 306. 338. 411. 456. 210. 178.  85.  87.  59.  11.  12.],"[0.07388384037929673, 0.07546424338206242, 0.12090082971157645, 0.1335440537337021, 0.1623864085341762, 0.1801659423152904, 0.08297115764519952, 0.07032793362307388, 0.033583563808771234, 0.03437376531015409, 0.023310944290794153, 0.00434610825760569, 0.004741209008297116]"
2024-05-29,21:00,Hamburg,1853935,[338. 411. 456. 210. 178.  85.  87.  59.  11.  12.   2.   6.   3.],"[0.18191603875134554, 0.22120559741657697, 0.24542518837459634, 0.11302475780409042, 0.09580193756727665, 0.045748116254036596, 0.04682454251883746, 0.031754574811625406, 0.005920344456404736, 0.006458557588805167, 0.001076426264800861, 0.0032292787944025836, 0.0016146393972012918]"
2024-05-30,15:00,Hamburg,1853935,[230. 206. 183. 202. 299. 286. 433. 490. 424. 259. 110.  84.  47.],"[0.07070396557024285, 0.06332616046726099, 0.056255763910236706, 0.06209652628343068, 0.0919151552413157, 0.0879188441438672, 0.1331079003996311, 0.15063018751921303, 0.1303412234860129, 0.0796188134030126, 0.03381494005533354, 0.02582231786043652, 0.014448201660006148]"
2024-05-30,18:00,Hamburg,1853935,[202. 299. 286. 433. 490. 424. 259. 110.  84.  47.  40.  31.   5.],"[0.07453874538745388, 0.11033210332103321, 0.1055350553505535, 0.15977859778597786, 0.18081180811808117, 0.15645756457564575, 0.09557195571955719, 0.04059040590405904, 0.03099630996309963, 0.01734317343173432, 0.014760147601476014, 0.011439114391143911, 0.0018450184501845018]"
2024-05-30,21:00,Hamburg,1853935,[433. 490. 424. 259. 110.  84.  47.  40.  31.   5.   3.   4.   4.],"[0.22388831437435366, 0.2533609100310238, 0.21923474663908996, 0.13391933815925544, 0.05687693898655636, 0.04343329886246122, 0.024301964839710446, 0.020682523267838676, 0.016028955532574975, 0.0025853154084798345, 0.0015511892450879006, 0.002068252326783868, 0.002068252326783868]"
2024-05-13,15:00,Köln,1088040,[137.  86. 110.  68. 101.  91. 144. 120. 112. 108.  94. 107.  63.],"[0.10216256524981357, 0.06413124533929904, 0.08202833706189411, 0.05070842654735272, 0.07531692766592095, 0.06785980611483967, 0.10738255033557047, 0.0894854586129754, 0.08351976137211037, 0.08053691275167785, 0.07009694258016405, 0.07979120059656973, 0.04697986577181208]"
2024-05-13,18:00,Köln,1088040,[ 68. 101.  91. 144. 120. 112. 108.  94. 107.  63.  20.   8.   5.],"[0.06532180595581172, 0.09702209414024976, 0.08741594620557157, 0.138328530259366, 0.11527377521613832, 0.10758885686839577, 0.1037463976945245, 0.09029779058597502, 0.10278578290105668, 0.06051873198847262, 0.01921229586935639, 0.007684918347742555, 0.004803073967339097]"
2024-05-13,21:00,Köln,1088040,[144. 120. 112. 108.  94. 107.  63.  20.   8.   5.   1.   4.   3.],"[0.18250950570342206, 0.1520912547528517, 0.14195183776932827, 0.13688212927756654, 0.11913814955640051, 0.13561470215462612, 0.07984790874524715, 0.025348542458808618, 0.010139416983523447, 0.0063371356147021544, 0.0012674271229404308, 0.005069708491761723, 0.0038022813688212928]"
2024-05-14,15:00,Köln,1088040,[ 72.  84. 134.  62. 102. 134. 167. 176. 166. 100.  27.  26.  19.],"[0.05673758865248227, 0.06619385342789598, 0.10559495665878645, 0.04885736800630418, 0.08037825059101655, 0.10559495665878645, 0.13159968479117415, 0.13869188337273444, 0.13081166272655634, 0.07880220646178093, 0.02127659574468085, 0.02048857368006304, 0.014972419227738377]"
2024-05-14,18:00,Köln,1088040,[ 62. 102. 134. 167. 176. 166. 100.  27.  26.  19.  15.   9.   4.],"[0.06156901688182721, 0.1012909632571996, 0.13306852035749753, 0.16583912611717974, 0.17477656405163852, 0.16484607745779542, 0.09930486593843098, 0.026812313803376366, 0.025819265143992055, 0.018867924528301886, 0.014895729890764648, 0.00893743793445879, 0.003972194637537239]"
2024-05-14,21:00,Köln,1088040,[167. 176. 166. 100.  27.  26.  19.  15.   9.   4.   2.   3.   3.],"[0.23291492329149233, 0.24546722454672246, 0.2315202231520223, 0.1394700139470014, 0.03765690376569038, 0.03626220362622036, 0.026499302649930265, 0.02092050209205021, 0.012552301255230125, 0.005578800557880056, 0.002789400278940028, 0.0041841004184100415, 0.0041841004184100415]"
2024-05-15,15:00,Köln,1088040,[ 89. 107.  78. 136. 111. 102. 159. 225. 125. 109.  50.  24.  16.],"[0.06686701728024042, 0.08039068369646882, 0.058602554470323066, 0.10217881292261458, 0.08339594290007513, 0.07663410969196092, 0.11945905334335086, 0.169045830202855, 0.09391435011269722, 0.08189331329827197, 0.037565740045078885, 0.018031555221637866, 0.012021036814425245]"
2024-05-15,18:00,Köln,1088040,[136. 111. 102. 159. 225. 125. 109.  50.  24.  16.  10.   6.   5.],"[0.1261595547309833, 0.10296846011131726, 0.09461966604823747, 0.14749536178107606, 0.20871985157699444, 0.11595547309833024, 0.10111317254174397, 0.04638218923933209, 0.022263450834879406, 0.014842300556586271, 0.00927643784786642, 0.0055658627087198514, 0.00463821892393321]"
2024-05-15,21:00,Köln,1088040,[159. 225. 125. 109.  50.  24.  16.  10.   6.   5.   1.   5.   8.],"[0.21399730820995963, 0.3028263795423957, 0.16823687752355315, 0.14670255720053835, 0.06729475100942127, 0.03230148048452221, 0.021534320323014805, 0.013458950201884253, 0.008075370121130552, 0.006729475100942127, 0.0013458950201884253, 0.006729475100942127, 0.010767160161507403]"
2024-05-16,15:00,Köln,1088040,[ 78.  77.  82.  77.  86. 142. 226. 258. 235. 196.  83.  28.  36.],"[0.048628428927680795, 0.04800498753117207, 0.05112219451371571, 0.04800498753117207, 0.05361596009975062, 0.0885286783042394, 0.14089775561097256, 0.16084788029925187, 0.14650872817955113, 0.12219451371571072, 0.051745635910224436, 0.017456359102244388, 0.022443890274314215]"
2024-05-16,18:00,Köln,1088040,[ 77.  86. 142. 226. 258. 235. 196.  83.  28.  36.  29.  10.   5.],"[0.05457122608079376, 0.06094968107725018, 0.10063784549964565, 0.16017009213323885, 0.18284904323175052, 0.16654854712969525, 0.13890857547838412, 0.058823529411764705, 0.019844082211197732, 0.025513819985825654, 0.020552799433026223, 0.007087172218284904, 0.003543586109142452]"
2024-05-16,21:00,Köln,1088040,[226. 258. 235. 196.  83.  28.  36.  29.  10.   5.   3.   2.   3.],"[0.20287253141831238, 0.23159784560143626, 0.21095152603231598, 0.17594254937163376, 0.07450628366247755, 0.025134649910233394, 0.03231597845601436, 0.026032315978456014, 0.008976660682226212, 0.004488330341113106, 0.0026929982046678637, 0.0017953321364452424, 0.0026929982046678637]"
2024-05-17,15:00,Köln,1088040,[125. 135. 131. 170. 247. 230. 230. 223. 216. 165. 105.  93.  34.],"[0.0594106463878327, 0.06416349809885931, 0.06226235741444867, 0.08079847908745247, 0.11739543726235742, 0.10931558935361217, 0.10931558935361217, 0.10598859315589354, 0.10266159695817491, 0.07842205323193917, 0.04990494296577947, 0.04420152091254753, 0.016159695817490494]"
2024-05-17,18:00,Köln,1088040,[170. 247. 230. 230. 223. 216. 165. 105.  93.  34.  32.  16.   6.],"[0.09620826259196379, 0.13978494623655913, 0.13016411997736277, 0.13016411997736277, 0.12620260328239954, 0.12224108658743633, 0.0933786078098472, 0.059422750424448216, 0.05263157894736842, 0.019241652518392757, 0.018109790605546124, 0.009054895302773062, 0.003395585738539898]"
