day,city,event,ncontacts_hoststad,ncontacts_hostcity,ncontacts_germany
2024-06-21,Leipzig,NED-FRA,3779.0804070629342,568.4303177264602,241.55903090697925
2024-06-21,Berlin,POL-AUT,6051.807673997873,553.2045559429034,241.55903090697925
2024-06-22,Dortmund,TUR-POR,6998.906348674258,553.0798779157449,208.45694364295406
2024-06-22,Köln,BEL-ROM,2282.118738177541,461.7308117971453,208.45694364295406
2024-06-22,München,Andreas Gabalier,6690.414718434744,703.7456992713173,208.45694364295406
2024-06-22,Hamburg,GEO-CZE,1999.303627138004,437.54555173462245,208.45694364295406
2024-06-23,Stuttgart,SCO-HUN,2559.2116255531173,273.4918805296599,155.01558178720805
2024-06-23,Frankfurt am Main,SUI-GER,2255.4360293874124,487.0953576114302,155.01558178720805
2024-06-24,Düsseldorf,ALB-ESP,5613.379005283049,577.4115040219099,200.75043137929825
2024-06-24,Leipzig,CRO-ITA,3340.11573722922,436.01054065676624,200.75043137929825
2024-06-25,Berlin,NED-AUT,3898.5719919533267,555.7766433333763,196.96616851859923
2024-06-25,Köln,ENG-SLO,,534.8196533066726,196.96616851859923
2024-06-25,Dortmund,FRA-POL,8312.373949517967,542.9113429900358,196.96616851859923
2024-06-25,München,DEN-SRB,11778.310398777554,525.5003974873748,196.96616851859923
2024-06-26,Hamburg,CZE-TUR,3406.609444775151,497.8908660153483,197.5289449094165
2024-06-26,Gelsenkirchen,GEO-POR,5884.168040738966,560.8191309957268,197.5289449094165
2024-06-26,Stuttgart,UKR-BEL,6270.934298216178,511.7144461493862,197.5289449094165
2024-06-26,Frankfurt am Main,SVK-ROM,2304.258951863303,601.5434155292122,197.5289449094165
2024-06-27,Stuttgart,fan zone,,641.6540273965097,209.80406789765772
2024-06-28,Düsseldorf,DoKomi,,1082.8218974208448,249.49876474616187
2024-06-29,Berlin,SUI-ITA,5711.335473862872,420.58773009012265,217.75186308176777
2024-06-29,Dortmund,GER-DEN,11569.74598183638,745.3978210758959,217.75186308176777
2024-06-29,Düsseldorf,DoKomi,,1628.908242924967,217.75186308176777
2024-06-29,München,fan zone,,609.5435190538971,217.75186308176777
2024-06-30,Gelsenkirchen,ENG-SVK,7762.784365238,322.1972191434854,145.00056900639862
2024-06-30,Frankfurt am Main,American football,,351.0846221149354,145.00056900639862
2024-06-30,Köln,ESP-GEO,1071.3372981182595,353.0508822481957,145.00056900639862
2024-06-30,Düsseldorf,DoKomi,,1111.3418178624129,145.00056900639862
2024-07-01,Düsseldorf,FRA-BEL,4183.448674019043,680.2702334833028,210.30094530075385
2024-07-01,Frankfurt am Main,POR-SLO,2881.6557697796234,477.14335257510123,210.30094530075385
2024-07-02,München,ROM-NED,7232.590513357426,562.4424289451866,203.6754432243246
2024-07-02,Leipzig,AUT-TUR,5395.423005851186,504.00346030116924,203.6754432243246
2024-07-05,Hamburg,POR-FRA,5673.784023727384,574.2049960528121,245.64764148003925
2024-07-05,Stuttgart,ESP-GER,3996.6447796604334,580.3967962371515,245.64764148003925
2024-07-05,München,fan zone,,541.2007608569448,245.64764148003925
2024-07-06,Düsseldorf,ENG-SUI,2690.815285185171,410.03229880746164,207.36371350693003
2024-07-06,Berlin,NED-TUR,5450.043068560219,430.25877867830053,207.36371350693003
2024-07-08,München,Tollwood,,625.243882423467,203.80002583362972
2024-07-09,München,ESP-FRA,4022.4846700476896,565.2130813045226,194.38855551104248
2024-07-10,Dortmund,ENG-NED,6211.156261172253,514.6162892837145,193.61501742500695
2024-07-11,Frankfurt am Main,Rammstein,3283.4285844707065,911.1613499927773,218.3370051368098
2024-07-12,Frankfurt am Main,Rammstein,5591.574072163504,908.3969041493527,244.57565651622247
2024-07-12,Köln,Peter Maffay,3353.4432337630656,590.112950796489,244.57565651622247
2024-07-13,München,A Bayern,,541.2007608569448,235.66046810099925
2024-07-13,Frankfurt am Main,Rammstein,4142.61446696167,751.3763802428304,235.66046810099925
2024-07-13,Frankfurt am Main,American football,,751.3763802428304,235.66046810099925
2024-07-13,Köln,Roland Kaiser,5609.50776147289,479.52635581685627,235.66046810099925
2024-07-14,Berlin,ESP-ENG,2803.801966776662,345.6885452795528,170.84723419803245
2024-07-14,Hamburg,American football,5691.45094339474,386.10915571818197,170.84723419803245
2024-07-15,Stuttgart,Peter Maffay,,881.1141128376372,206.80131481235296
2024-07-17,Stuttgart,AC/DC,,2206.497841558297,212.33150405606915
2024-07-17,Gelsenkirchen,Taylor Swift,2256.5142808260016,484.7367822892151,212.33150405606915
2024-07-17,München,B2Run,,531.0417022060466,212.33150405606915
2024-07-17,Leipzig,P!NK,3172.931202728544,615.026864056191,212.33150405606915
2024-07-18,Frankfurt am Main,Peter Maffay,2774.8128012083002,699.9576875551312,215.91934432790373
2024-07-18,München,Tollwood,,640.944245793037,215.91934432790373
2024-07-18,Gelsenkirchen,Taylor Swift,5743.686248720591,534.8819666639614,215.91934432790373
2024-07-19,Leipzig,Roland Kaiser,5020.281486211706,788.3374879050364,241.63870039396227
2024-07-19,Gelsenkirchen,Taylor Swift,3883.8899879198107,477.82020513407764,241.63870039396227
2024-07-19,Stuttgart,P!NK,3022.0834834412485,770.9748487329327,241.63870039396227
2024-07-20,Köln,Christopher Street Day,,634.9195884175473,214.73918139112448
2024-07-20,Düsseldorf,Coldplay,5639.644016494198,417.0453939980111,214.73918139112448
2024-07-20,Köln,Travis Scott,2890.683735024885,634.9195884175473,214.73918139112448
2024-07-20,Leipzig,Peter Maffay,2468.5715720601083,536.0980202731777,214.73918139112448
2024-07-20,Frankfurt am Main,Roland Kaiser,2122.163039862347,383.15219389866184,214.73918139112448
2024-07-21,Gelsenkirchen,Schalke Tach,,355.627342059983,158.68865394533515
2024-07-21,Köln,Christopher Street Day,,657.4817960139667,158.68865394533515
2024-07-21,Düsseldorf,Coldplay,4688.347651917892,249.19864910419273,158.68865394533515
2024-07-23,Düsseldorf,Coldplay,3797.0489793067777,461.92920321752797,187.262110422333
2024-07-23,Hamburg,Taylor Swift,4070.4224204228844,454.69101707343583,187.262110422333
2024-07-24,Hamburg,Taylor Swift,6192.463368010099,467.1298840839476,189.24343047972368
2024-07-26,Frankfurt am Main,Travis Scott,3475.472269246787,514.739816045677,230.5367882991508
2024-07-26,Gelsenkirchen,Rammstein,10209.123204030058,608.6587896520941,230.5367882991508
2024-07-27,Berlin,friendly match,4033.8951397511023,346.1000792620285,218.07953060151308
2024-07-27,Frankfurt am Main,Travis Scott,3735.7086746527616,390.892642260251,218.07953060151308
2024-07-27,Gelsenkirchen,Rammstein,11427.62046919227,694.5396226617172,218.07953060151308
2024-07-27,München,Taylor Swift,6464.2711845016875,517.188440409367,218.07953060151308
2024-07-28,München,Taylor Swift,6007.359735753977,362.0319082865569,164.30361790936956
2024-07-29,Gelsenkirchen,Rammstein,10366.413445512866,821.9199186021649,206.04650099710747
2024-07-30,Gelsenkirchen,Rammstein,8290.699816472274,660.5331183156248,194.27445508130495
2024-07-31,Gelsenkirchen,Rammstein,13674.38190252003,894.5439787311079,212.2618381181227
2024-08-02,Köln,Bundesliga,2084.74587187769,572.3174067767781,257.2471031655319
2024-08-02,Leipzig,SDP,,851.1001829614083,257.2471031655319
2024-08-03,Berlin,friendly match,3081.0410327441637,402.78888534805037,242.6872532247472
2024-08-03,Stuttgart,SDP,,874.3077538199309,242.6872532247472
2024-08-03,Dortmund,BLiga3,,513.7320688553922,242.6872532247472
2024-08-03,Dortmund,Schlagerboom,,513.7320688553922,242.6872532247472
2024-08-03,Gelsenkirchen,Bundesliga,3653.424127169053,855.9264229482573,242.6872532247472
2024-08-03,Berlin,Bundesliga,5453.224222865732,402.78888534805037,242.6872532247472
