day,city,contacts_city,contacts_stad,contact_to_baseline_city,contact_to_baseline_all
2024-04-29,Berlin,10826,0,1.0787166201673974,1.0787166201673974
2024-04-29,Dortmund,2700,0,1.252983293556086,1.252983293556086
2024-04-29,Düsseldorf,2272,0,1.0863387978142076,1.0863387978142076
2024-04-29,Frankfurt am Main,1808,2,1.0468155500413565,1.0479735318444996
2024-04-29,Gelsenkirchen,2514,0,1.4081779627110507,1.4081779627110507
2024-04-29,Hamburg,6376,0,1.1132673168541567,1.1132673168541567
2024-04-29,Köln,3114,0,1.1322460004155412,1.1322460004155412
2024-04-29,Leipzig,5452,0,1.306538856555974,1.306538856555974
2024-04-29,München,1034,0,1.0287094940306993,1.0287094940306993
2024-04-29,Stuttgart,1558,0,1.0587321619260266,1.0587321619260266
2024-04-30,Berlin,12058,0,1.111512022966104,1.111512022966104
2024-04-30,Dortmund,3330,0,1.4110169491525424,1.4110169491525424
2024-04-30,Düsseldorf,2612,0,1.1951889135834748,1.1951889135834748
2024-04-30,Frankfurt am Main,2294,0,1.198268785911499,1.198268785911499
2024-04-30,Gelsenkirchen,2918,0,1.535674009472972,1.535674009472972
2024-04-30,Hamburg,7446,0,1.241,1.241
2024-04-30,Köln,4054,0,1.3034771025676357,1.3034771025676357
2024-04-30,Leipzig,5384,0,1.2103927802935415,1.2103927802935415
2024-04-30,München,1602,184,1.4347492323439097,1.599539406345957
2024-04-30,Stuttgart,2378,0,1.3655455291222314,1.3655455291222314
2024-05-01,Berlin,5168,0,0.4994408625902558,0.4994408625902558
2024-05-01,Dortmund,2262,336,0.9966012084592145,1.1446374622356494
2024-05-01,Düsseldorf,1000,0,0.4718252898355352,0.4718252898355352
2024-05-01,Frankfurt am Main,886,0,0.47858631067211976,0.47858631067211976
2024-05-01,Gelsenkirchen,1166,0,0.6231010000763417,0.6231010000763417
2024-05-01,Hamburg,2722,0,0.45493398276150226,0.45493398276150226
2024-05-01,Köln,1652,0,0.5254214185106093,0.5254214185106093
2024-05-01,Leipzig,2318,0,0.5439672801635992,0.5439672801635992
2024-05-01,München,526,2,0.47253593429158114,0.4743326488706366
2024-05-01,Stuttgart,1026,0,0.5045310853530032,0.5045310853530032
2024-05-02,Berlin,10802,0,1.0032639847149984,1.0032639847149984
2024-05-02,Dortmund,2592,0,1.1946273373716092,1.1946273373716092
2024-05-02,Düsseldorf,2244,0,1.1127798243128364,1.1127798243128364
2024-05-02,Frankfurt am Main,1578,2,0.807810443176832,0.8088342840427089
2024-05-02,Gelsenkirchen,2328,0,1.3126057188884412,1.3126057188884412
2024-05-02,Hamburg,6742,0,1.0817117055169727,1.0817117055169727
2024-05-02,Köln,3350,2,1.0971273509871806,1.097782352390755
2024-05-02,Leipzig,4984,0,1.1284041658580761,1.1284041658580761
2024-05-02,München,1112,0,1.053315290933694,1.053315290933694
2024-05-02,Stuttgart,1616,0,0.9926289926289926,0.9926289926289926
2024-05-03,Berlin,11556,0,1.042677975277452,1.042677975277452
2024-05-03,Dortmund,2664,0,1.0346205059920108,1.0346205059920108
2024-05-03,Düsseldorf,2286,98,0.9667713871435477,1.0082165297245047
2024-05-03,Frankfurt am Main,1748,2,0.828436018957346,0.8293838862559242
2024-05-03,Gelsenkirchen,2134,0,1.0770783762347682,1.0770783762347682
2024-05-03,Hamburg,6686,684,0.9764656791153766,1.0763613603171291
2024-05-03,Köln,4050,0,1.058388710520421,1.058388710520421
2024-05-03,Leipzig,5494,0,1.0243174856838462,1.0243174856838462
2024-05-03,München,942,4,0.7727645611156686,0.7760459392945037
2024-05-03,Stuttgart,1572,0,0.9569527785024784,0.9569527785024784
2024-05-04,Berlin,10326,0,1.2116061550839785,1.2116061550839785
2024-05-04,Dortmund,4360,812,1.62617220801364,1.9290281329923271
2024-05-04,Düsseldorf,1386,0,0.5481975364447961,0.5481975364447961
2024-05-04,Frankfurt am Main,1500,2,0.9036144578313253,0.9048192771084337
2024-05-04,Gelsenkirchen,1814,2,1.0701162986684645,1.0712961402325973
2024-05-04,Hamburg,5526,0,0.9165047623560632,0.9165047623560632
2024-05-04,Köln,4360,220,1.3301372848115058,1.3972543037698846
2024-05-04,Leipzig,5242,0,1.2830518549599637,1.2830518549599637
2024-05-04,München,1104,2,0.9598807601540181,0.9616196745745871
2024-05-04,Stuttgart,3280,346,1.9170075978959673,2.119228521332554
2024-05-05,Berlin,5460,74,1.0450903721527987,1.0592546006398513
2024-05-05,Dortmund,1756,0,1.309052183173589,1.309052183173589
