day,with_stadiums,contactlevel_to_baseline_ratio
2024-04-29,False,1.0237784855942125
2024-04-29,True,1.0237784855942125
2024-04-30,False,1.2117685737083674
2024-04-30,True,1.2138641798342151
2024-05-01,False,0.8503480863520526
2024-05-01,True,0.8537719189969631
2024-05-02,False,0.9338810231992458
2024-05-02,True,0.9338810231992458
2024-05-03,False,0.9003102719912365
2024-05-03,True,0.9050891694313902
2024-05-04,False,0.9658286337330971
2024-05-04,True,0.9748822993842222
2024-05-05,False,0.906930143406086
2024-05-05,True,0.9203495340784842
2024-05-06,False,0.9992364286585136
2024-05-06,True,0.9992364286585136
2024-05-07,False,1.0092325456689195
2024-05-07,True,1.0092325456689195
2024-05-08,False,1.2270509239977472
2024-05-08,True,1.2270509239977472
2024-05-09,False,0.9023333279559562
2024-05-09,True,0.9050286001715566
2024-05-10,False,0.9151514695873808
2024-05-10,True,0.9151514695873808
2024-05-11,False,0.9645151044381397
2024-05-11,True,0.9808484282009048
2024-05-12,False,1.0913846677471426
2024-05-12,True,1.0984685079672354
2024-05-13,False,1.0045120659667783
2024-05-13,True,1.0045120659667783
2024-05-14,False,0.9906052809702988
2024-05-14,True,0.9906052809702988
2024-05-15,False,1.0592733904345673
2024-05-15,True,1.0592733904345673
2024-05-16,False,1.1219401464661538
2024-05-16,True,1.1219401464661538
2024-05-17,False,1.0925419251560993
2024-05-17,True,1.0971231576932081
2024-05-18,False,1.0971006780045307
2024-05-18,True,1.1136531228166613
2024-05-19,False,1.103376500675283
2024-05-19,True,1.1126648252735563
2024-05-20,False,0.9161622890884932
2024-05-20,True,0.9161622890884932
2024-05-21,False,1.0472765818077128
2024-05-21,True,1.0538826105573953
2024-05-22,False,0.975439410707126
2024-05-22,True,0.975439410707126
2024-05-23,False,0.981460527432174
2024-05-23,True,0.981460527432174
2024-05-24,False,0.9651050647844994
2024-05-24,True,0.967802850809804
2024-05-25,False,0.9382854006647076
2024-05-25,True,0.9462050170199814
2024-05-26,False,0.9081367645019123
2024-05-26,True,0.9162335735688679
2024-05-27,False,0.9998640980453862
2024-05-27,True,1.0061739975512343
2024-05-28,False,0.9721658922372691
2024-05-28,True,0.9721658922372691
2024-05-29,False,1.066457589908312
2024-05-29,True,1.066457589908312
2024-05-30,False,0.959559036820616
2024-05-30,True,0.959559036820616
2024-05-31,False,1.0361570484619513
2024-05-31,True,1.0361570484619513
2024-06-01,False,1.0032399253604125
2024-06-01,True,1.0195126787171862
2024-06-02,False,1.0550629889091128
2024-06-02,True,1.0550629889091128
2024-06-03,False,1.023887887543454
2024-06-03,True,1.023887887543454
2024-06-04,False,0.981608486857787
2024-06-04,True,0.981608486857787
2024-06-05,False,0.9867920888427812
2024-06-05,True,0.9867920888427812
2024-06-06,False,1.0283288866071445
2024-06-06,True,1.0283288866071445
2024-06-07,False,1.0062859182918025
2024-06-07,True,1.0062859182918025
2024-06-08,False,0.9924411953501363
2024-06-08,True,0.9924411953501363
2024-06-09,False,0.9663328366445412
2024-06-09,True,0.973272112822006
2024-06-10,False,1.021075032734905
2024-06-10,True,1.021075032734905
2024-06-11,False,1.0064316568592429
2024-06-11,True,1.0064316568592429
2024-06-12,False,0.9987714956026953
2024-06-12,True,1.002589540688357
2024-06-13,False,1.0246454960558733
2024-06-13,True,1.0246454960558733
2024-06-14,False,1.019378333692755
2024-06-14,True,1.0212003057978112
2024-06-15,False,0.9472462411952507
2024-06-15,True,0.9544327053585636
2024-06-16,False,0.9825447232256453
2024-06-16,True,0.9879086116190241
2024-06-17,False,0.9952499947254103
2024-06-17,True,1.0015952614214356
2024-06-18,False,0.9855388362341758
2024-06-18,True,0.9912033642935603
2024-06-19,False,0.9881601433656203
2024-06-19,True,0.996223074228744
2024-06-20,False,1.0213017018747788
2024-06-20,True,1.0245821262442374
2024-06-21,False,0.9900292698301734
2024-06-21,True,1.0021767026450863
2024-06-22,False,0.9400586556026004
2024-06-22,True,0.9711203368751189
2024-06-23,False,0.9419940916254328
2024-06-23,True,0.9473516566251051
2024-06-24,False,0.9767065475172761
2024-06-24,True,0.9796915681049957
2024-06-25,False,0.9641153740958305
2024-06-25,True,0.9747928002018985
2024-06-26,False,0.9571865306284312
2024-06-26,True,0.9705405158051027
2024-06-27,False,0.9653681199457279
2024-06-27,True,0.9653681199457279
2024-06-28,False,1.0241748785175733
2024-06-28,True,1.0241748785175733
2024-06-29,False,1.00425560063081
2024-06-29,True,1.025779451666805
2024-06-30,False,0.9270393806566123
2024-06-30,True,0.9355171135870384
2024-07-01,False,1.0310995527425464
2024-07-01,True,1.0449168944220832
2024-07-02,False,0.9988078099279745
2024-07-02,True,1.0232707814075428
2024-07-03,False,0.9809496586254841
2024-07-03,True,0.9809496586254841
2024-07-04,False,1.0397044356972336
2024-07-04,True,1.0397044356972336
2024-07-05,False,1.030424021010672
2024-07-05,True,1.0454092341067585
2024-07-06,False,0.9615733605178041
2024-07-06,True,0.9713512225973072
2024-07-07,False,1.0012785701232787
2024-07-07,True,1.0012785701232787
2024-07-08,False,1.0040380327303942
2024-07-08,True,1.0050437353613104
2024-07-09,False,0.9544707254883678
2024-07-09,True,0.9550876337117717
2024-07-10,False,0.9461931534036008
2024-07-10,True,0.9498754543015586
2024-07-11,False,1.0186292417100218
2024-07-11,True,1.0240663202491216
2024-07-12,False,1.0266524868832234
2024-07-12,True,1.0396711180238103
2024-07-13,False,1.0806595603499165
2024-07-13,True,1.1038070188130258
2024-07-14,False,1.0163843543065245
2024-07-14,True,1.019906904828671
2024-07-15,False,1.0201153346924217
2024-07-15,True,1.0201153346924217
2024-07-16,False,0.9910542668540082
2024-07-16,True,0.9910542668540082
2024-07-17,False,1.0048933504361537
2024-07-17,True,1.0224484902817703
2024-07-18,False,1.0104734333559706
2024-07-18,True,1.0188142376036864
2024-07-19,False,0.9879483546412184
2024-07-19,True,1.0107583900891903
2024-07-20,False,1.0021466174402003
2024-07-20,True,1.0173233608210226
2024-07-21,False,0.9852593909804058
2024-07-21,True,0.9898116122681235
2024-07-22,False,1.005248753088986
2024-07-22,True,1.005248753088986
2024-07-23,False,0.9523466171334499
2024-07-23,True,0.957152178306807
2024-07-24,False,0.9319837062642259
2024-07-24,True,0.9358755234812031
2024-07-25,False,0.9932083474785883
2024-07-25,True,0.9932083474785883
2024-07-26,False,0.9600147893522254
2024-07-26,True,0.9720336890293417
2024-07-27,False,1.0083079977788383
2024-07-27,True,1.0266579216666314
2024-07-28,False,1.0131231006039363
2024-07-28,True,1.0151347934553703
2024-07-29,False,0.9790254968712215
2024-07-29,True,0.9939500396046728
2024-07-30,False,0.9345773521565953
2024-07-30,True,0.9429906910619554
2024-07-31,False,1.0265004714312032
2024-07-31,True,1.0453227831755736
2024-08-01,False,0.999166275400517
2024-08-01,True,0.999166275400517
2024-08-02,False,1.0458261677991876
2024-08-02,True,1.0472694673805851
2024-08-03,False,1.0943410289335571
2024-08-03,True,1.1105201628100807
2024-08-04,False,1.1011524865940872
2024-08-04,True,1.1011524865940872
