day,city,event,ncontacts_hoststad,ncontacts_hostcity,ncontacts_germany
2024-05-21,Gelsenkirchen,AC/DC,7727.865950260675,2762.9334485402505,108.00360002797754
2024-05-24,Köln,H Carpendale,,3537.94021075664,119.61675056183945
2024-05-24,München,Metallica,5283.802726155681,3801.7534056209747,119.61675056183945
2024-05-25,Berlin,DFB Pokal,3465.7323351232226,1807.9599239455067,103.41225927778719
2024-05-25,Hamburg,RLiga (f),,2757.8083612180703,103.41225927778719
2024-05-25,Frankfurt am Main,HLiga,,1807.3116583701221,103.41225927778719
2024-05-26,München,Metallica,7106.525480532995,3128.605921325913,77.09292027512181
2024-05-27,Düsseldorf,Bundesliga relegation,6540.470114159809,2227.51202724117,98.27823526597487
2024-05-27,Frankfurt am Main,Apache 207,,2468.91681902347,98.27823526597487
2024-06-01,Dortmund,UEFA Champions League,,3228.9819869711932,112.65933374555932
2024-06-01,Düsseldorf,Japan Day,,8581.996337680072,112.65933374555932
2024-06-01,Hamburg,HipHop,,1709.0456623125444,112.65933374555932
2024-06-01,Berlin,Schlagernacht,,2375.7824627832306,112.65933374555932
2024-06-09,München,AC/DC,11290.738445063376,1843.5061785807945,82.72468882822497
2024-06-09,Berlin,RLiga (f),,1266.8679753811707,82.72468882822497
2024-06-12,München,AC/DC,9966.888838670975,2914.4226308683938,102.67965806529024
2024-06-14,München,GER-SCO,13504.992831297186,2111.2352916526947,126.42238239487456
2024-06-15,Dortmund,ITA-ALB,,1968.3255465489074,103.74407573059584
2024-06-15,Berlin,ESP-CRO,12588.802233422648,1618.4157383705747,103.74407573059584
2024-06-15,Köln,HUN-SUI,,1333.1368910097488,103.74407573059584
2024-06-16,Hamburg,POL-NED,,1215.822243863928,82.7496255421335
2024-06-16,Gelsenkirchen,SRB-ENG,,1096.402162119147,82.7496255421335
2024-06-16,Stuttgart,SLO-DEN,,1136.2205272966626,82.7496255421335
2024-06-17,Frankfurt am Main,BEL-SVK,,1667.4601609962435,98.89978656952506
2024-06-17,München,ROM-UKR,,1728.7651301214091,98.89978656952506
2024-06-17,Düsseldorf,AUT-FRA,,1915.6603434274061,98.89978656952506
2024-06-18,Dortmund,TUR-GEO,19080.97992656529,2447.839039224869,98.26476280405677
2024-06-18,Leipzig,POR-CZE,,2241.481200428376,98.26476280405677
2024-06-19,Köln,SCO-SUI,,1808.850268784595,101.3092201477912
2024-06-19,Hamburg,ALB-CRO,,2033.8836663983268,101.3092201477912
2024-06-19,Stuttgart,GER-HUN,9212.408340364973,3024.733184538604,101.3092201477912
2024-06-20,München,SLO-SRB,,2447.8090338002253,109.5000125521738
2024-06-20,Frankfurt am Main,DEN-ENG,,2458.159011533172,109.5000125521738
2024-06-20,Gelsenkirchen,ESP-ITA,,1857.903300172809,109.5000125521738
2024-06-21,Düsseldorf,SVK-UKR,,2223.4620053734584,122.81596897764034
2024-06-21,Leipzig,NED-FRA,,2260.0912841957697,122.81596897764034
2024-06-21,Berlin,POL-AUT,,2306.120924495008,122.81596897764034
2024-06-22,Dortmund,TUR-POR,19719.741219034993,2424.636773450225,105.94082800112268
2024-06-22,Köln,BEL-ROM,,1788.9101870814575,105.94082800112268
2024-06-22,München,Andreas Gabalier,9159.577835427837,2960.3190502521475,105.94082800112268
2024-06-22,Hamburg,GEO-CZE,,1771.3615243208374,105.94082800112268
2024-06-23,Stuttgart,SCO-HUN,,1250.3614021849119,81.42637787137696
2024-06-23,Frankfurt am Main,SUI-GER,9096.38656742042,2108.530268098476,81.42637787137696
2024-06-24,Düsseldorf,ALB-ESP,22457.03860891322,2272.062267785993,97.9746692886361
2024-06-24,Leipzig,CRO-ITA,,1600.4672039959066,97.9746692886361
2024-06-25,Berlin,NED-AUT,,2291.5406025277057,95.9359484405485
2024-06-25,Köln,ENG-SLO,,2139.2859084365837,95.9359484405485
2024-06-25,Dortmund,FRA-POL,13662.877163420228,2130.7414069714105,95.9359484405485
2024-06-25,München,DEN-SRB,,2019.4424528851857,95.9359484405485
2024-06-26,Hamburg,CZE-TUR,,2035.2095358027584,97.44179316909532
2024-06-26,Gelsenkirchen,GEO-POR,10160.601253986157,1949.6023900955015,97.44179316909532
2024-06-26,Stuttgart,UKR-BEL,9421.70461046128,2433.2759237540404,97.44179316909532
2024-06-26,Frankfurt am Main,SVK-ROM,6820.808880802514,2388.2332628462323,97.44179316909532
2024-06-27,Stuttgart,fan zone,,2267.252833007496,104.20157775109487
2024-06-28,Düsseldorf,DoKomi,,5196.178056273492,127.28599442620164
2024-06-29,Berlin,SUI-ITA,8970.998352397839,1722.9080458029093,111.86316015454837
2024-06-29,Dortmund,GER-DEN,22116.80730308693,3031.7627278867253,111.86316015454837
2024-06-29,Düsseldorf,DoKomi,,8419.995462971623,111.86316015454837
2024-06-29,München,fan zone,,2929.7214373296442,111.86316015454837
2024-06-30,Gelsenkirchen,ENG-SVK,14631.088874275496,1084.4414112596655,77.84004110372123
2024-06-30,Frankfurt am Main,American football,,1328.589225051846,77.84004110372123
2024-06-30,Köln,ESP-GEO,4814.013882683199,1230.5878993936142,77.84004110372123
2024-06-30,Düsseldorf,DoKomi,,5929.232014329222,77.84004110372123
2024-07-01,Düsseldorf,FRA-BEL,14372.560762828023,2754.014870043628,105.36530403995845
2024-07-01,Frankfurt am Main,POR-SLO,,2033.2256156663868,105.36530403995845
2024-07-02,München,ROM-NED,,2547.2512757983595,101.63341910182703
2024-07-02,Leipzig,AUT-TUR,25538.36520821818,1925.1097763826729,101.63341910182703
2024-07-05,Hamburg,POR-FRA,,2480.7016556918315,125.6696727691902
2024-07-05,Stuttgart,ESP-GER,5200.037629829607,2360.640821552427,125.6696727691902
2024-07-05,München,fan zone,,2042.390662577063,125.6696727691902
2024-07-06,Düsseldorf,ENG-SUI,,1559.258419068819,107.95128110700975
2024-07-06,Berlin,NED-TUR,8410.451203853914,1670.2568831432054,107.95128110700975
2024-07-08,München,Tollwood,,2562.550082259611,101.08625042651214
2024-07-09,München,ESP-FRA,,2203.028130420203,95.66722871029988
2024-07-10,Dortmund,ENG-NED,14409.76992444601,2208.082292886888,97.5649568786369
2024-07-11,Frankfurt am Main,Rammstein,10410.28700815006,3415.6038781697243,109.93189031237573
2024-07-12,Frankfurt am Main,Rammstein,12416.670459051167,3808.2638515656145,126.78680000209363
2024-07-12,Köln,Peter Maffay,8405.738134445975,2444.084300184539,126.78680000209363
2024-07-13,München,A Bayern,,2348.366791802091,123.16804866266817
2024-07-13,Frankfurt am Main,Rammstein,9950.74867774277,2840.061177438763,123.16804866266817
2024-07-13,Frankfurt am Main,American football,,2840.061177438763,123.16804866266817
2024-07-13,Köln,Roland Kaiser,10521.404548523657,1766.121522277872,123.16804866266817
2024-07-14,Berlin,ESP-ENG,,1377.840425910084,90.77363579590512
2024-07-14,Hamburg,American football,8309.859005795988,1713.0232705258397,90.77363579590512
2024-07-15,Stuttgart,Peter Maffay,,3668.0726611814634,102.6140883873228
2024-07-17,Stuttgart,AC/DC,,7554.050628967767,106.29274580980899
2024-07-17,Gelsenkirchen,Taylor Swift,,1957.5762240018228,106.29274580980899
2024-07-17,München,B2Run,,2072.988275499566,106.29274580980899
2024-07-17,Leipzig,P!NK,7512.8148925295645,2473.0733539781704,106.29274580980899
2024-07-18,Frankfurt am Main,Peter Maffay,7326.6756995076075,2398.991070336531,108.81111721870565
2024-07-18,München,Tollwood,,2631.3947113352424,108.81111721870565
2024-07-18,Gelsenkirchen,Taylor Swift,3935.8349249616886,2392.150171896321,108.81111721870565
2024-07-19,Leipzig,Roland Kaiser,21275.511667356852,2925.9187256514315,123.65697860950964
2024-07-19,Gelsenkirchen,Taylor Swift,3787.365385691913,1829.9948815006853,123.65697860950964
2024-07-19,Stuttgart,P!NK,5794.679571850284,3284.14426383008,123.65697860950964
2024-07-20,Köln,Christopher Street Day,,2683.3652806221858,115.04566594372137
2024-07-20,Düsseldorf,Coldplay,12189.140835522887,1802.2597311314921,115.04566594372137
2024-07-20,Köln,Travis Scott,,2683.3652806221858,115.04566594372137
2024-07-20,Leipzig,Peter Maffay,7793.058896195258,2164.9730782735323,115.04566594372137
2024-07-20,Frankfurt am Main,Roland Kaiser,4385.331563726571,1597.5344123093043,115.04566594372137
2024-07-21,Gelsenkirchen,Schalke Tach,,1594.766781264214,87.03962797582717
2024-07-21,Köln,Christopher Street Day,,2908.4033455575923,87.03962797582717
2024-07-21,Düsseldorf,Coldplay,,1032.7555762663605,87.03962797582717
2024-07-23,Düsseldorf,Coldplay,3915.2845359660378,1863.0100591471598,94.9305643352603
2024-07-23,Hamburg,Taylor Swift,5141.808759317309,1865.4982520354924,94.9305643352603
2024-07-24,Hamburg,Taylor Swift,15265.55576904829,1877.4310766753783,97.36859567802264
2024-07-26,Frankfurt am Main,Travis Scott,,2017.0889044309395,119.93242083818186
2024-07-26,Gelsenkirchen,Rammstein,13918.523458714813,2272.542663301505,119.93242083818186
2024-07-27,Berlin,friendly match,5736.868116127991,1448.3119820853792,116.65644414738405
2024-07-27,Frankfurt am Main,Travis Scott,,1667.4601609962435,116.65644414738405
2024-07-27,Gelsenkirchen,Rammstein,13124.691834952047,2643.325939945435,116.65644414738405
2024-07-27,München,Taylor Swift,12146.858934973074,1988.8448399626834,116.65644414738405
2024-07-28,München,Taylor Swift,,1483.9842267413865,90.89621847277151
2024-07-29,Gelsenkirchen,Rammstein,16973.128348662558,2655.286690804916,99.46247331794784
2024-07-30,Gelsenkirchen,Rammstein,13213.311585613828,2260.581912442023,94.26946441118793
2024-07-31,Gelsenkirchen,Rammstein,24556.746031281276,2890.514791041388,103.68671774102023
2024-08-02,Köln,Bundesliga,3255.9602416451985,2276.017897258096,127.25928427376854
2024-08-02,Leipzig,SDP,,3444.933284053205,127.25928427376854
2024-08-03,Berlin,friendly match,,1602.2153806291274,122.51867643536772
2024-08-03,Stuttgart,SDP,,3533.1788999498963,122.51867643536772
2024-08-03,Dortmund,BLiga3,,1836.8460404925952,122.51867643536772
2024-08-03,Dortmund,Schlagerboom,,1836.8460404925952,122.51867643536772
2024-08-03,Gelsenkirchen,Bundesliga,3374.251736432757,2348.2940854115554,122.51867643536772
2024-08-03,Berlin,Bundesliga,6433.974519392103,1602.2153806291274,122.51867643536772
