day,city,with_stadiums,contactlevel_to_baseline_ratio
2024-04-29,Berlin,False,1.1024544153795355
2024-04-29,Berlin,True,1.1024544153795355
2024-04-29,Dortmund,False,1.4783204585098435
2024-04-29,Dortmund,True,1.4783204585098435
2024-04-29,Düsseldorf,False,0.6475983824834797
2024-04-29,Düsseldorf,True,0.6475983824834797
2024-04-29,Frankfurt am Main,False,0.9936025589764093
2024-04-29,Frankfurt am Main,True,0.9936025589764093
2024-04-29,Gelsenkirchen,False,1.443278780248986
2024-04-29,Gelsenkirchen,True,1.443278780248986
2024-04-29,Hamburg,False,1.1120439134646432
2024-04-29,Hamburg,True,1.1120439134646432
2024-04-29,Köln,False,1.0999718389186144
2024-04-29,Köln,True,1.0999718389186144
2024-04-29,Leipzig,False,1.3409386723834316
2024-04-29,Leipzig,True,1.3409386723834316
2024-04-29,München,False,1.0858518320406527
2024-04-29,München,True,1.0858518320406527
2024-04-29,Stuttgart,False,1.0294949494949497
2024-04-29,Stuttgart,True,1.0294949494949497
2024-04-30,Berlin,False,1.0571810562040416
2024-04-30,Berlin,True,1.0571810562040416
2024-04-30,Dortmund,False,1.4420763303744424
2024-04-30,Dortmund,True,1.4420763303744424
2024-04-30,Düsseldorf,False,0.8339201877934274
2024-04-30,Düsseldorf,True,0.8339201877934274
2024-04-30,Frankfurt am Main,False,1.193426042983565
2024-04-30,Frankfurt am Main,True,1.193426042983565
2024-04-30,Gelsenkirchen,False,1.5405299569246833
2024-04-30,Gelsenkirchen,True,1.5405299569246833
2024-04-30,Hamburg,False,1.2415861379540154
2024-04-30,Hamburg,True,1.2415861379540154
2024-04-30,Köln,False,1.4454677653902088
2024-04-30,Köln,True,1.4454677653902088
2024-04-30,Leipzig,False,1.2442435980202284
2024-04-30,Leipzig,True,1.2442435980202284
2024-04-30,München,False,1.4651974084943797
2024-04-30,München,True,1.4818135013734253
2024-04-30,Stuttgart,False,1.3785505250473404
2024-04-30,Stuttgart,True,1.3785505250473404
2024-05-01,Berlin,False,0.4932550998025883
2024-05-01,Berlin,True,0.4932550998025883
2024-05-01,Dortmund,False,1.089437162683115
2024-05-01,Dortmund,True,1.2185531830793408
2024-05-01,Düsseldorf,False,0.6044739669825144
2024-05-01,Düsseldorf,True,0.6044739669825144
2024-05-01,Frankfurt am Main,False,0.4755315133979117
2024-05-01,Frankfurt am Main,True,0.4755315133979117
2024-05-01,Gelsenkirchen,False,0.633819166774152
2024-05-01,Gelsenkirchen,True,0.633819166774152
2024-05-01,Hamburg,False,0.4290677199828677
2024-05-01,Hamburg,True,0.4290677199828677
2024-05-01,Köln,False,0.5639599555061179
2024-05-01,Köln,True,0.5639599555061179
2024-05-01,Leipzig,False,0.5942410238179879
2024-05-01,Leipzig,True,0.5942410238179879
2024-05-01,München,False,0.2860665844636251
2024-05-01,München,True,0.2860665844636251
2024-05-01,Stuttgart,False,0.5653604546814238
2024-05-01,Stuttgart,True,0.5653604546814238
2024-05-02,Berlin,False,0.9756277695716395
2024-05-02,Berlin,True,0.9756277695716395
2024-05-02,Dortmund,False,1.1234021009998736
2024-05-02,Dortmund,True,1.1234021009998736
2024-05-02,Düsseldorf,False,0.7571261226083562
2024-05-02,Düsseldorf,True,0.7571261226083562
2024-05-02,Frankfurt am Main,False,0.7442849548112705
2024-05-02,Frankfurt am Main,True,0.7442849548112705
2024-05-02,Gelsenkirchen,False,1.275411997363217
2024-05-02,Gelsenkirchen,True,1.275411997363217
2024-05-02,Hamburg,False,1.0157331655129012
2024-05-02,Hamburg,True,1.0157331655129012
2024-05-02,Köln,False,1.1034559643255297
2024-05-02,Köln,True,1.1034559643255297
